pl_name,pl_letter,disc_pubdate,disc_method,disc_refname,dkin_flag,ra,dec,glon,glat,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,cb_flag,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_radj,pl_rade,pl_trueobliq,pl_bmassj,pl_bmasse,pl_ntranspec,sy_gaiamag,sy_tmag,sy_w1mag,sy_w4mag,hostname,sy_name,pl_ratdor,pl_imppar
HAT-P-2 c,c,2023-10,rv,<a refstr=DE_BEURS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..136D/abstract target=ref>de Beurs et al. 2023</a>,0,245.1514324,41.0479601,65.02085,45.2323,8500,38,,90,2454150,0.37,0,30.9650963,-10.312,-29.1976,7.79749,127.774,,,,9.8,1.11,12.4,,10.7,3400.7639549,0,8.59842,8.27468,7.571,7.567,HAT-P-2,HAT-P-2,,
HAT-P-20 b,b,2011-12,tran,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,0,111.9164295,24.3361185,194.41535,18.39436,2.875317,317,0.0361,86.8,2455942.681,0.015,0,96.3636397,-4.98526,-96.2346,14.0483,71.0374,970,,85.1168,13.78,0.867,9.718,36,7.246,2302.899,0,10.9903,10.2832,8.559,8.063,HAT-P-20,HAT-P-20,11.17,0.631
HAT-P-21 b,b,2011-12,tran,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,0,171.2749348,41.0280207,169.32461,67.4636,4.12448,305.8,0.05037,87.2,,0.23,0,13.2872218,-1.08803,13.2426,3.57807,277.278,1367,,459.542,3.633781,1.11,12.44199,25,4.87,1547.8321,0,11.5583,11.1065,10.073,9.158,HAT-P-21,HAT-P-21,9.65,0.615
HAT-P-22 b,b,2011-12,tran,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,0,155.6814593,50.1287115,163.64677,53.56645,3.21222,156,0.0414,86.9,,0.02,0,87.7253495,-26.1816,83.7273,12.2014,81.7647,1463,,325.569,2.14,1.15,12.89035,24,2.47,785.0401,0,9.51936,9.007,7.59,7.705,HAT-P-22,HAT-P-22,8.58,0.466
HAT-P-23 b,b,2011-12,tran,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,0,306.1239076,16.7621462,58.93637,-11.83428,1.212884,118,0.0232,85.1,,0.106,0,14.3246506,13.263,-5.41188,2.71289,364.813,2056,,2796.2342,1.01,1.368,15.334,,2.09,664.237,2,12.1741,11.734,10.748,9.031,HAT-P-23,HAT-P-23,4.14,0.324
HAT-P-24 b,b,2010-12,tran,<a refstr=KIPPING_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3389K/abstract target=ref> Kipping et al. 2010 </a>,0,108.8251171,14.2626064,202.73799,11.65314,3.35524,197,0.04651,88.6,,0.07,0,8.330933,8.15226,-1.71613,2.37947,415.344,1637,,1294.929,0.44,1.3,14.5717,,0.75,238.3725,0,11.6396,11.3072,10.5,8.736,HAT-P-24,HAT-P-24,7.61,0.189
HAT-P-25 b,b,2012-01,tran,<a refstr=QUINN_ET_AL_2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...80Q/abstract target=ref>Quinn et al. 2012</a>,0,48.4354731,25.1973548,159.31431,-27.44257,3.65281514,287,0.0466,88.22,2455200.78,0.023,0,19.1456731,13.4899,-13.586,3.30091,300.384,1182,,325,0.483,1.135,12.722215,,0.569,180.84527,0,12.8416,12.2192,10.756,8.495,HAT-P-25,HAT-P-25,10.9,0.347
HAT-P-26 b,b,2011-02,tran,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...728..138H/abstract target=ref>Hartman et al. 2011</a>,0,213.1565508,4.0594175,346.51303,59.87255,4.23452,46,0.04748,88.6,,0.12,0,147.8161704,37.8389,-142.891,7.02213,141.837,1080,,185.0743,0.258608,0.63,7.06167,,0.07,22.2481,17,11.4641,10.9016,9.536,8.983,HAT-P-26,HAT-P-26,13.09,0.303
HAT-P-27 b,b,2011-06,tran,<a refstr=BEKY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1101.3511B/abstract target=ref> B&eacute;ky et al. 2011 </a>,0,222.7673221,5.9473626,1.68335,54.544,3.039577,0,0.04,85,,0,0,28.7532307,-28.6207,-2.7575,4.9922,199.173,1091.99,,336.0384,0.76,1.02,11.43,,0.62,197.05,0,11.9562,11.4063,10.078,9.039,HAT-P-27,HAT-P-27,9.804,0.87
HAT-P-28 b,b,2011-06,tran,<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.1813B/abstract target=ref> Buchhave et al. 2011 </a>,0,13.0009159,34.728402,123.06375,-28.1432,3.257215,233,0.0434,88,,0.051,0,25.6783419,25.5187,2.85888,2.46327,401.319,1384,,554.7122,0.44,1.212,13.585,,0.626,198.953,0,12.8718,12.3396,11.058,9.39,HAT-P-28,HAT-P-28,8.43,0.299
HAT-P-29 b,b,2011-06,tran,<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.1813B/abstract target=ref> Buchhave et al. 2011 </a>,0,33.1310921,51.7787754,135.4706,-9.10798,5.72319,159,0.0667,87.1,2456464.1,0.09,0,9.9866415,-9.80455,1.89837,3.16099,313.576,1281,,433,0.710842,1.17,13.11453,,0.88,279.6904,0,11.7336,11.2791,10.244,9.143,HAT-P-29,HAT-P-29,11.74,0.591
HAT-P-3 b,b,2007-09,tran,<a refstr=TORRES_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...666L.121T/abstract target=ref> Torres et al. 2007 </a>,0,206.0940142,48.028565,100.16678,66.69255,2.8997,107.7,0.03866,87.24,2464187.008,0,0,31.0851689,-19.7461,-24.0079,7.40311,134.554,1189,,176.587,0.855,0.94,10.53646,75.7,0.65,206.5895,4,11.2795,10.7164,9.377,9.038,HAT-P-3,HAT-P-3,10.05,0.615
HAT-P-30 b,b,2011-07,tran,<a refstr=JOHNSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.3825J/abstract target=ref> Johnson et al. 2011 </a>,0,123.9498431,5.8368669,217.41185,21.40542,2.8106,252,0.0419,83.6,,0.04,0,29.536512,-17.5162,23.7821,4.64498,213.985,1630,,1467.9573,0.309,1.44,16.14096,,0.83,263.7989,0,10.2998,9.93908,9.039,8.394,HAT-P-30,HAT-P-30,7.43,0.854
HAT-P-31 b,b,2011-09,tran,<a refstr=KIPPING_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1169K/abstract target=ref> Kipping et al. 2011 </a>,0,271.5376722,26.4266061,52.72026,21.06338,5.00542,276.3,0.061,87.1,,0.25,0,15.3265577,-7.43661,-13.4015,2.87789,344.05,1450,,746.9025,2.18,1.09,12.21781,,2.27,721.4741,0,11.4501,11.0269,10.061,8.426,HAT-P-31,HAT-P-31,9.7,0.723
HAT-P-32 b,b,2011-11,tran,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,0,31.0427614,46.6878512,135.69851,-14.37306,2.1500082,50,0.03397,88.98,2456237.031,0.159,0,10.421795,-9.82484,3.47654,3.43046,289.205,1835.7,,1841,0.108,1.98,22.19382,,0.68,216.1244,10,11.1335,10.7696,9.902,8.568,HAT-P-32,HAT-P-32,5.344,0.083
HAT-P-33 b,b,2011-11,tran,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,0,113.1842383,33.8350214,185.30741,22.73004,3.47447,15,0.04995,87.2,,0,0,2.6488627,0.0960682,-2.64712,2.4966,396.11,1782,,1701.38,0.2,1.85,20.73665,,0.92,292.4036,0,11.0238,10.7131,9.998,8.931,HAT-P-33,HAT-P-33,6.57,0.325
HAT-P-34 b,b,2012-07,tran,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,0,303.1954355,18.1047776,58.54106,-8.75906,5.452654,21.9,0.06774,87.1,,0.432,0,20.8852185,16.3949,-12.9383,3.98272,249.325,1520,,433.78,2.5,1.197,13.417173,,3.33,1058.3739,0,10.1944,9.87463,9.177,8.505,HAT-P-34,HAT-P-34,9.86,0.126
HAT-P-35 b,b,2012-07,tran,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,0,123.250703,4.7870288,218.07385,20.30811,3.646706,248,0.04978,87.3,,0.02,0,12.0659445,-9.57011,-7.34847,1.94478,506.965,1581,,999.6688,0.55,1.332,14.930388,,1.056,335.62848,0,12.2802,11.8997,11.018,8.367,HAT-P-35,HAT-P-35,7.45,0.357
HAT-P-36 b,b,2012-07,tran,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,0,188.2662048,44.9153672,133.41389,71.83707,1.32734683,51,0.0241,87.13,2456698.61,0.063,0,14.1613865,-11.6408,8.06453,3.36776,294.419,1780.97,,1821,1.175,1.277,14.313893,63,1.8482,587.413406,0,12.093,11.6281,10.594,8.642,HAT-P-36,HAT-P-36,4.95,0.25
HAT-P-37 b,b,2012-07,tran,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,0,284.2960393,51.2691212,81.20831,19.98353,2.797436,164,0.0379,86.9,,0.058,0,4.2015058,-4.11372,-0.854376,2.53138,390.594,1271,,412.3914,0.89,1.178,13.204,,1.169,371.528,0,13.2615,12.7678,11.623,9.297,HAT-P-37,HAT-P-37,9.32,0.505
HAT-P-38 b,b,2012-10,tran,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...97S/abstract target=ref> Sato et al. 2012 </a>,0,35.3834942,32.2460441,144.22935,-26.87267,4.640382,240,0.0523,88.3,,0.067,0,52.3566524,47.771,-21.4278,3.88991,255.206,1082,,243.0337,0.59,0.825,9.247,,0.267,84.857,0,12.3021,11.7524,10.448,8.568,HAT-P-38,HAT-P-38,12.17,0.372
HAT-P-39 b,b,2012-11,tran,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,0,113.7582526,17.8300283,201.4173,17.44627,3.54387,,0.0509,87,,0,0,8.6647019,1.12139,-8.59183,1.40636,697.004,1752,,1915.6934,0.19,1.571,17.609,,0.599,190.372,0,12.2269,11.8887,11.132,9.066,HAT-P-39,HAT-P-39,6.74,0.349
HAT-P-4 b,b,2007-11,tran,<a refstr=KOVACS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670L..41K/abstract target=ref> Kovacs et al. 2007 </a>,0,229.99122,36.229545,58.47975,57.3363,3.056536,97.4,0.04438,89.91,2464187.86,0,0,32.5154393,-21.6606,-24.2502,3.09194,320.451,1686,,1438,0.403,1.274,14.28,,0.671,213.255,0,11.0634,10.6506,9.729,9.165,HAT-P-4,HAT-P-4,6.04,0.01
HAT-P-40 b,b,2012-11,tran,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,0,335.5129199,45.4573423,97.34365,-9.86299,4.45724,,0.0608,88.3,,0,0,10.4684584,8.96222,-5.40992,2.12459,464.469,1770,,1747.4151,0.15,1.52,17.03768,,0.48,152.5584,0,11.4162,10.9726,9.975,8.31,HAT-P-40,HAT-P-40,5.94,0.174
HAT-P-41 b,b,2012-11,tran,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,0,297.3226523,4.6724124,43.84092,-10.62609,2.69405,,0.04258,87.7,,0,0,7.1841239,-3.27913,-6.3921,2.84386,348.185,1941,,2485.0721,0.204,2.05,22.97845,,1.19,378.2177,6,10.939,10.5523,9.559,9.085,HAT-P-41,HAT-P-41,5.45,0.222
HAT-P-42 b,b,2013-10,tran,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,0,135.3443583,6.0970828,223.004,31.58211,4.641878,,0.0575,85.9,,0,0,33.5158307,-2.91071,-33.3892,2.43957,405.238,1428,,684.0973,0.61,1.28,14.348,,1.044,331.801,0,12.0031,11.5598,10.569,9.103,HAT-P-42,HAT-P-42,8.08,0.577
HAT-P-43 b,b,2013-10,tran,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,0,128.9256885,10.2065866,215.48946,27.75424,3.3326414,,0.0444,88.7,,0,0,16.4078168,-9.05086,-13.6857,1.86227,528.825,1353,,521.877,0.39,1.21598925,13.63,,0.662,210.395,0,13.2165,12.7656,11.732,8.768,HAT-P-43,HAT-P-43,8.86,0.07
HAT-P-44 b,b,2014-06,tran,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,0,213.1438604,47.0147826,89.60271,64.52011,4.301219,113,0.0507,89.1,,0.044,0,31.6808398,-29.6806,11.0787,2.84594,347.85,1108,,185.119,0.23,1.242,13.922,,0.352,111.871,2,12.9729,12.4474,11.242,9.218,HAT-P-44,HAT-P-44,11.49,0.172
HAT-P-44 c,c,2014-06,rv,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,0,213.1438604,47.0147826,89.60271,64.52011,872.2,,1.752,,,0.494,0,31.6808398,-29.6806,11.0787,2.84594,347.85,187.92,,0.2084,3.18,1.16,13,,4,1271.3,0,12.9729,12.4474,11.242,9.218,HAT-P-44,HAT-P-44,,
HAT-P-45 b,b,2014-06,tran,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,0,274.3732697,-3.3810594,26.02156,5.98199,3.128992,146,0.0452,87.8,,0.049,0,8.5305185,7.06199,-4.78519,3.3218,298.64,1652,,1052.239,0.38,1.426,15.984,,0.892,283.492,0,12.3977,11.6961,10.138,8.677,HAT-P-45,HAT-P-45,7.36,0.281
HAT-P-46 b,b,2014-06,tran,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,0,270.4441831,-2.97098,24.53129,9.63976,4.463129,70,0.0577,85.5,,0.123,0,6.3527086,-4.56886,-4.41389,3.41237,290.736,1458,,1405.4798,0.28,1.284,14.392,,0.493,156.684,0,11.6843,11.1323,9.842,8.958,HAT-P-46,HAT-P-46,8.86,0.626
HAT-P-49 b,b,2014-04,tran,<a refstr=BIERYLA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147...84B/abstract target=ref> Bieryla et al. 2014 </a>,0,305.4413294,26.6926759,66.92249,-5.76833,2.69155,90,0.04378,86.2,,0,0,9.3969117,-9.20254,1.90137,2.82576,350.351,2131,,4392.03,0.75,1.59,17.82231,,2.2,699.226,0,10.2071,9.93225,9.308,8.844,HAT-P-49,HAT-P-49,5.15,0.34
HAT-P-5 b,b,2007-12,tran,<a refstr=BAKOS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...671L.173B/abstract target=ref> Bakos et al. 2007 </a>,0,274.4055335,36.6214617,63.93673,22.14911,2.78849,,0.04073,86.75,,0,0,13.3103836,11.8658,6.03068,3.26786,303.336,1517,,850.6754,0.668403,1.21,13.56289,,0.98,311.4734,0,11.8224,11.3998,10.432,9.131,HAT-P-5,HAT-P-5,7.53,0.425
HAT-P-50 b,b,2015-12,tran,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,0,118.0634379,12.1393474,208.67365,18.9095,3.1220109,,0.0453,83.65,,0.115,0,13.8705935,6.73576,-12.1253,1.91293,515.458,1862,,2108.4362,0.78,1.288,14.437192,,1.35,429.0705,0,11.6722,11.3155,10.443,8.304,HAT-P-50,HAT-P-50,5.68,0.629
HAT-P-51 b,b,2015-12,tran,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,0,21.0651251,32.8107,130.85829,-29.55538,4.21802091,,0.05042,89.28,,0.07,0,18.9952545,-9.17549,-16.6322,2.24399,440.089,1168.2,,310,0.218,1.205,13.50682174,,0.307,97.57332095,1,13.2846,12.7628,11.527,9.293,HAT-P-51,HAT-P-51,10.86,0.277
HAT-P-52 b,b,2015-12,tran,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,0,42.7217412,29.0222492,152.17845,-26.98024,2.7535953,,0.03694,87.02,,0.047,0,31.2235632,14.8654,-27.4578,2.74033,361.155,1218,,227.759,0.98,1.009,11.309881,,0.818,259.98494,0,13.787,13.1361,11.557,8.536,HAT-P-52,HAT-P-52,8.89,0.461
HAT-P-53 b,b,2015-12,tran,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,0,21.8711012,38.9681137,130.55561,-23.36944,1.9616241,,0.03159,86.2,,0.134,0,3.2409127,-0.175637,-3.23615,1.47114,666.802,1778,,1400.0226,0.8,1.318,14.773462,,1.484,471.65972,0,13.5142,13.0942,12.066,8.899,HAT-P-53,HAT-P-53,5.61,0.38
HAT-P-54 b,b,2015-04,tran,<a refstr=BAKOS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149..149B/abstract target=ref>Bakos et al. 2015</a>,0,99.8979924,25.4824005,188.78409,8.89777,3.799847,,0.04117,87.04,,0.074,0,33.2370806,-0.0732176,-33.237,6.93252,143.651,818,,88.6713,1.118,0.944,10.581296,,0.76,241.5508,0,13.0172,12.2341,10.282,8.677,HAT-P-54,HAT-P-54,14.34,0.741
HAT-P-55 b,b,2015-09,tran,<a refstr=JUNCHER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015PASP..127..851J/abstract target=ref>Juncher et al. 2015</a>,0,264.2735096,25.7311468,49.58846,26.9685,3.5852313,,0.04628,86.8,,0.17,0,10.9778775,7.39262,-8.1156,1.9266,511.388,1367,,583,0.318,1.324,14.84069045,,0.596,189.42573057,1,13.0955,12.658,11.634,9.274,HAT-P-55,HAT-P-55,9.06,0.392
HAT-P-56 b,b,2015-09,tran,<a refstr=HUANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...85H/abstract target=ref>Huang et al. 2015</a>,0,100.8480137,27.2521823,187.53757,10.42964,2.79083,,0.0423,82.13,,0.29,0,24.3619558,-8.16147,-22.9542,3.09123,320.639,1840,,3515,0.75,1.51,16.92559,,2.31,734.1873,0,10.8245,10.5136,9.799,8.516,HAT-P-56,HAT-P-56,6.37,0.8725
HAT-P-57 b,b,2015-12,tran,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..197H/abstract target=ref>Hartman et al. 2015</a>,0,274.743418,10.5971968,38.82228,11.96776,2.4653,,0.0406,88.26,,0,0,14.8748682,-4.59948,-14.1459,3.54505,279.86,2200,,2726.6328,0.332,1.74,19.50366,,1.41,448.1403,1,10.4253,10.1154,9.274,8.596,HAT-P-57,HAT-P-57,5.82,0.177
HAT-P-58 b,b,2021-07,tran,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,0,68.8465093,56.8682691,150.04883,6.3006,4.0138379,,0.04994,85.64,,0.073,0,16.0977403,-10.883,11.8616,1.9123,515.59,1622,,1146,0.194,1.332,14.93036229,,0.372,118.2321674,0,12.7202,12.1957,10.898,8.481,HAT-P-58,HAT-P-58,7.02,0.534
HAT-P-59 b,b,2021-07,tran,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,0,292.4588212,62.5291892,94.0548,19.63991,4.1419771,,0.05064,85.18,,0.03,0,21.8140942,20.9566,-6.05604,3.73805,265.471,1277.8,,441.4,1.347,1.123,12.58768533,,1.54,489.45574678,0,11.6787,11.2086,10.162,9.088,HAT-P-59,HAT-P-59,9.87,0.8299
HAT-P-6 b,b,2008-01,tran,<a refstr=NOYES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673L..79N/abstract target=ref> Noyes et al. 2008 </a>,0,354.7740917,42.4659866,108.96346,-18.43512,3.85298,94.1,0.05239,85.51,,0,0,20.3165716,-20.0751,3.12305,3.60357,275.358,1675,,1099.44,0.558,1.48,16.58932,,1.32,419.5356,0,10.3056,9.995771,9.288,8.631,HAT-P-6,HAT-P-6,7.73,0.602
HAT-P-60 b,b,2021-07,tran,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,0,28.2825719,52.0539209,132.48097,-9.67032,4.7947813,,0.06277,83.75,,0.25,0,27.218677,26.5112,6.16544,4.25972,233.22,1772,,1634,0.164,1.631,18.28184752,,0.574,182.43350562,0,9.56355,9.17925,8.308,8.277,HAT-P-60,HAT-P-60,6.146,0.668
HAT-P-61 b,b,2021-07,tran,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,0,75.4801665,50.1311784,157.78135,5.02601,1.90231289,,0.0301,83.62,,0.113,0,24.1065905,-11.0214,-21.4396,2.92298,338.84,1505,,849.5,1.8,0.899,10.07687365,,1.057,335.9446262,0,12.9386,12.3824,11.093,8.332,HAT-P-61,HAT-P-61,6.9,0.767
HAT-P-62 b,b,2021-07,tran,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,0,74.5043816,48.3008551,158.83659,3.39851,2.6453235,,0.03772,87.93,,0.101,0,46.1882599,14.7318,-43.7759,2.83881,348.815,1512,,867.2,0.77,1.073,12.02723629,,0.761,241.86741773,0,12.4362,11.8889,10.239,8.933,HAT-P-62,HAT-P-62,6.93,0.25
HAT-P-63 b,b,2021-07,tran,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,0,269.5720695,5.7613709,32.04857,14.43563,3.377728,,0.04294,88.45,,0.069,0,14.8739392,-14.8709,-0.300669,2.44998,403.458,1237,,387.4,0.54,1.119,12.5428494,,0.614,195.1466419,0,13.5106,12.8999,11.453,8.43,HAT-P-63,HAT-P-63,9.56,0.262
HAT-P-64 b,b,2021-07,tran,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,0,68.9743955,2.4312732,193.55233,-28.45082,4.007232,,0.05387,88.01,,0.101,0,8.6899889,7.78409,-3.86314,1.50537,651.897,1766,,1611,0.144,1.703,19.08889413,,0.58,184.34047606,0,12.6221,12.1569,11.058,8.555,HAT-P-64,HAT-P-64,6.67,0.232
HAT-P-65 b,b,2016-12,tran,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,0,315.9054895,11.9893675,60.50165,-22.3345,2.60544751,,0.04042,88.3,,0.304,0,7.4606907,4.21755,-6.1542,1.32608,738.519,1818,,1821,0.164,1.611,18.05766791,,0.554,176.07693748,1,12.9952,12.5375,11.494,8.729,HAT-P-65,HAT-P-65,5.18,0.464
HAT-P-66 b,b,2016-12,tran,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,0,150.5726262,53.9508237,160.16347,49.12363,2.972086,,0.04363,86.2,,0.09,0,17.9084728,-9.38107,-15.2548,1.03958,935.456,1896,,1939.51,0.242,1.59,17.82231,,0.783,248.86089,0,12.8922,12.5119,11.655,8.861,HAT-P-66,HAT-P-66,5.01,0.33
HAT-P-67 b,b,2017-05,tran,<a refstr=ZHOU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..211Z/abstract target=ref>Zhou et al. 2017</a>,0,256.6107279,44.7768849,70.15807,36.91147,4.8101069,,0.06505,88.8,,0,0,20.4868845,9.43591,-18.1845,2.66176,371.686,1903,,2029.17,0.061,2.14,23.9872187,,0.45,143.02278315,0,9.97496,9.63331,8.856,8.809,HAT-P-67,HAT-P-67,5.173,0.46
HAT-P-68 b,b,2021-02,tran,<a refstr=LINDOR_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...64L/abstract target=ref>Lindor et al. 2021</a>,0,118.4831501,23.9382192,197.14414,23.83401,2.29840551,,0.02996,88.73,,0.041,0,23.700655,-23.6552,-1.46716,4.91793,202.152,1027.8,,184.8,0.727,1.072,12.016048,,0.724,230.10892,0,13.5442,12.8033,10.969,8.892,HAT-P-68,HAT-P-68,9.6,0.212
HAT-P-69 b,b,2019-10,tran,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,0,130.5056385,3.7105662,222.78554,26.20647,4.7869491,,0.06555,87.19,,0,0,3.0209652,-2.85623,0.983962,2.90206,341.263,1930,,2320.18,1.02,1.676,18.786284,,3.58,1137.8314,0,9.77332,9.6129,9.221,8.321,HAT-P-69,HAT-P-69,7.32,0.366
HAT-P-7 b,b,2008-06,tran,<a refstr=PAL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...680.1450P/abstract target=ref> Pal et al. 2008 </a>,0,292.24719,47.9695429,80.03294,13.97537,2.20474,204,0.03809,83.11,,0,0,20.3369477,-18.2812,8.91006,2.9031,341.079,2733,0.00712,4353.408,0.712,1.51,16.92559,86.3,1.84,584.8072,3,10.3654,10.0274,9.275,8.928001,HAT-P-7,HAT-P-7,4.13,0.496
