pl_name,pl_letter,disc_pubdate,disc_method,disc_refname,dkin_flag,ra,dec,glon,glat,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,cb_flag,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_radj,pl_rade,pl_trueobliq,pl_bmassj,pl_bmasse,pl_ntranspec,sy_gaiamag,sy_tmag,sy_w1mag,sy_w4mag,hostname,sy_name,pl_ratdor,pl_imppar
TOI-6628 b,b,2025-02,tran,<a refstr=TALA_PINTO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A.268T/abstract target=ref>Tala Pinto et al. 2025</a>,0,225.8370504,-35.2305793,331.22833,20.29202,18.18424,215.8,0.134,88.19,,0.67,0,34.132951,-30.1794,-15.9456,3.09271,320.527,833,,20.0861,0.98,0.98,10.98480109,,0.74,235.19302118,0,12.6408,12.0836,10.774,8.388,TOI-6628,TOI-6628,,0.811
TOI-663 b,b,2024-05,tran,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,0,160.0658525,-8.5110827,256.57213,42.25433,2.598902,,0.0295,89.14,,,0,164.6159609,-142.182,-82.962,15.5401,64.2308,674,,49.1,2.07,0.20251618,2.27,,0.01400127,4.45,0,12.8191,11.7602,9.461,8.64,TOI-663,TOI-663,,0.19
TOI-663 c,c,2024-05,tran,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,0,160.0658525,-8.5110827,256.57213,42.25433,4.6955507,,0.0437,89.3,,,0,164.6159609,-142.182,-82.962,15.5401,64.2308,553,,22.3,1.73,0.20162404,2.26,,0.01148418,3.65,0,12.8191,11.7602,9.461,8.64,TOI-663,TOI-663,,0.23
TOI-663 d,d,2024-05,tran,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,0,160.0658525,-8.5110827,256.57213,42.25433,7.1027268,,0.0576,89.6,,,0,164.6159609,-142.182,-82.962,15.5401,64.2308,482,,12.9,4,0.17129122,1.92,,0.01636103,5.2,0,12.8191,11.7602,9.461,8.64,TOI-663,TOI-663,,0.17
TOI-6651 b,b,2024-11,tran,<a refstr=BALIWAL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...691A..12B/abstract target=ref>Baliwal et al. 2024</a>,0,15.7885904,35.3890405,125.62193,-27.4215,5.056973,116,0.0633,84.93,2459852.93,0.091,0,23.6302952,10.3956,-21.2208,4.68614,212.128,1493,,817,2.52,0.45410017,5.09,,0.19192746,61,0,10.0418,9.60892,8.648,8.658,TOI-6651,TOI-6651,7.91,0.662
TOI-6677 b,b,2026-03,tran,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,0,290.4719117,-46.8749591,351.01645,-24.41861,5.45060661625,,,86.80386,,,0,15.9919435,11.6751,-10.9286,2.91024,340.52,334,,2.09,0.794,0.52057107,5.83507112,,0.0902,28.7,0,10.7788,10.4679,9.78,8.796,TOI-6677,TOI-6677,8.199371,0.463234
TOI-669 b,b,2023-10,tran,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,0,158.9007013,-5.1813735,252.33673,43.94724,3.945152,90,0.048,85.78281,,0,0,72.7485172,9.84486,72.0793,6.97093,142.867,1124.85,,388.2,3.17,0.23071365,2.58606487,,0.03146352,10,0,10.6364,10.1755,9.088,8.902,TOI-669,TOI-669,10.3,0.338682
TOI-6692 b,b,2026-04,tran,<a refstr=BIERYLA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..203B/abstract target=ref>Bieryla et al. 2026</a>,0,312.6940436,-81.2723982,311.78311,-31.19069,131.125,-16.6,0.512,89.483,,0.537,0,44.9462703,38.8608,-22.5833,3.16718,312.903,467,,182.3533,0.68,1.042,11.67975789,,0.62,197.05361234,0,11.5826,11.1163,10.029,8.724,TOI-6692,TOI-6692,79.5,0.618
TOI-6695 b,b,2025-06,tran,<a refstr=EBERHARDT_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..298E/abstract target=ref>Eberhardt et al. 2025</a>,0,129.5720221,-23.550217,246.50468,10.63501,80.389,137,0.402,90.62,,0.04,0,4.7510768,-3.80396,2.84651,3.51126,282.536,599,,85.9385,0.41,0.85,9.52763359,,0.21,66.74396547,0,10.7445,10.3541,9.465,8.754,TOI-6695,TOI-6695,,
TOI-6695 c,c,2025-06,rv,<a refstr=EBERHARDT_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..298E/abstract target=ref>Eberhardt et al. 2025</a>,0,129.5720221,-23.550217,246.50468,10.63501,242.4,-121,0.838,90,,0.022,0,4.7510768,-3.80396,2.84651,3.51126,282.536,415,,4.9413,1.01,1.21,13.6,,1.45,460.85119015,0,10.7445,10.3541,9.465,8.754,TOI-6695,TOI-6695,,
TOI-6699 b,b,2026-03,tran,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,0,317.0695839,-63.2504996,331.65011,-39.22748,5.32005926761,,,87.96658,,,0,126.8671162,118.343,-45.7187,11.6202,85.8463,976,,150.91,2.63,0.20755256,2.32645266,,0.0189,6.02,0,11.0299,10.4012,8.853,8.496,TOI-6699,TOI-6699,13.584216,0.50951
TOI-6707 b,b,2026-03,tran,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,0,109.7634707,-58.1155263,269.17743,-19.30968,3.83479363758,,,87.16688,,,0,28.6584219,-3.09415,28.4909,1.53012,641.467,1509.43,,1226.7862,0.813,0.51090557,5.72673066,,0.0874,27.8,0,12.7475,12.3332,11.368,9.58,TOI-6707,TOI-6707,7.974173,0.396029
TOI-6716 b,b,2026-03,tran,<a refstr=SCOTT_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag070S/abstract target=ref>Scott et al. 2026</a>,0,111.657082,-30.5521801,243.9866,-6.5786,4.7185898,,0.0319,89.45,,0.88,0,321.9238609,-316.472,58.9953,52.9167,18.8873,369,,4.4,5.29,0.0876,0.982,,0.00287,0.911,0,13.1269,11.7735,,,TOI-6716,TOI-6716,29.9,0.27
TOI-672 b,b,2023-07,tran,<a refstr=MISTRY_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....9M/abstract target=ref>Mistry et al. 2023</a>,0,167.9908627,-39.3281151,282.7301,19.60977,3.633581,0,0.0376,88,,0,0,113.2837986,85.141,-74.7277,14.9172,66.9071,699.5,,39.8,1.86,0.47372729,5.31,,0.16014931,50.9,0,12.7364,11.6739,9.357,8.789,TOI-672,TOI-672,14.8,0.51
TOI-674 b,b,2021-09,tran,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,0,164.5865592,-36.8581092,279.02972,20.70965,1.977143,,0.025,87.21,,0,0,163.313432,-163.27,-3.76619,21.6702,46.0851,635,,38.4,0.91,0.46837443,5.25,,0.0742539,23.6,1,13.0914,11.8764,9.345,8.332,TOI-674,TOI-674,12.8,0.624
TOI-677 b,b,2020-04,tran,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacute;n et al. 2020</a>,0,144.1193594,-50.4630933,274.33495,1.25835,11.2365985,72.9,0.1041,85.77,,0.46,0,49.1438276,-24.8171,42.4173,7.02284,141.812,1252,,37.6345,0.955,1.17,13.11450742,,1.234,392.20025424,0,9.66082,9.271401,8.379,8.295,TOI-677,TOI-677,17.49,0.709
TOI-682.01,b,2021-01,tran,<a refstr=GIACALONE_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...24G/abstract target=ref>Giacalone et al. 2021</a>,0,167.88543,-22.0727803,274.32755,35.19011,6.8392388,,,,,,0,105.8593246,-91.427,-53.3601,11.9971,83.1548,1090,,234.46,1.42,0.33382696,3.74186,,0.0424,13.5,0,9.74198,9.2231,8.019,8.102,TOI-682,TOI-682,,
TOI-6894 b,b,2025-07,tran,<a refstr=BRYANT_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025NatAs...9.1031B/abstract target=ref>Bryant et al. 2025</a>,0,173.4691418,12.4510906,248.06382,66.64624,3.37077196,,0.02604,89.58,,0.029,0,148.4605196,-146.8,22.1424,13.52,73.8131,417.9,,5.54,0.334,0.855,9.5836785,,0.168,53.39517238,0,16.3092,14.9046,12.02,8.65,TOI-6894,TOI-6894,24.59,0.177
TOI-6954 b,b,2026-03,tran,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,0,168.3240591,-2.7877643,260.74342,51.85877,4.02074127419,,,88.36018,,,0,20.1369964,-19.0014,-6.66674,5.2336,190.042,930,,124.569,1.46,0.32431538,3.63524486,,0.0404,12.8,0,11.9906,11.4374,10.128,8.479,TOI-6954,TOI-6954,14.588856,0.42146
TOI-697 b,b,2026-03,tran,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,0,69.7042208,-36.6813257,239.2197,-41.50931,8.60788713593,,,88.54166,,,0,37.6960553,28.1678,25.0513,10.6353,93.7714,839.8,,117.5495,2.58,0.21041999,2.35859364,,0.0194,6.16,0,9.8273,9.3553,8.195,8.118,TOI-697,TOI-697,17.911822,0.461102
TOI-700 b,b,2020-09,tran,<a refstr=GILBERT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..116G/abstract target=ref>Gilbert et al. 2020</a>,0,97.0957165,-65.5786149,275.46822,-26.88106,9.977219,-150,0.0677,89.6,,0.075,0,191.6726911,-102.75,161.805,32.098,31.1265,417,,4.98,5.07,0.08154176,0.914,,0.00222,0.704,0,12.0665,10.9102,8.523,8.234,TOI-700,TOI-700,34.3,0.24
TOI-700 c,c,2020-09,tran,<a refstr=GILBERT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..116G/abstract target=ref>Gilbert et al. 2020</a>,0,97.0957165,-65.5786149,275.46822,-26.88106,16.051137,30,0.0929,88.903,,0.068,0,191.6726911,-102.75,161.805,32.098,31.1265,356,,2.64,2.27,0.23195686,2.6,,0.0229,7.27,0,12.0665,10.9102,8.523,8.234,TOI-700,TOI-700,47.1,0.899
TOI-700 d,d,2020-09,tran,<a refstr=GILBERT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..116G/abstract target=ref>Gilbert et al. 2020</a>,0,97.0957165,-65.5786149,275.46822,-26.88106,37.42396,10,0.1633,89.8,,0.042,0,191.6726911,-102.75,161.805,32.098,31.1265,268.8,,0.85,5.56,0.09572681,1.073,,0.00394,1.25,0,12.0665,10.9102,8.523,8.234,TOI-700,TOI-700,82.9,0.29
TOI-700 e,e,2023-02,tran,<a refstr=GILBERT_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...944L..35G/abstract target=ref>Gilbert et al. 2023</a>,0,97.0957165,-65.5786149,275.46822,-26.88106,27.80978,70,0.134,89.6,,0.059,0,191.6726911,-102.75,161.805,32.098,31.1265,272.9,,1.27,5.19,0.08502111,0.953,,0.00257,0.818,0,12.0665,10.9102,8.523,8.234,TOI-700,TOI-700,,0.47
TOI-7008 b,b,2026-03,tran,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,0,216.9882531,79.450396,117.5789,36.65423,0.84069041367,,,81.41727,,,0,31.0036844,-15.5115,26.8444,2.40732,410.467,1783,,1679.35,0.985,0.44137401,4.94735276,,0.0682,21.7,0,13.4518,12.9055,11.631,8.887,TOI-7008,TOI-7008,3.574088,0.533704
TOI-7009 b,b,2026-01,tran,<a refstr=MORELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..176M/abstract target=ref>Morello et al. 2026</a>,0,299.5131334,55.6510291,89.16585,13.4476,2.3206612,,0.0287,86.1,,,0,36.5515992,-36.0647,5.94616,5.40231,184.12,872,,42.4124,1.43,0.3309846,3.71,,0.0418,13.3,0,13.7151,12.9341,10.925,9.378,TOI-7009,TOI-7009,10.95,0.744
TOI-7041 b,b,2025-02,tran,<a refstr=SAUNDERS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...75S/abstract target=ref>Saunders et al. 2025</a>,0,357.8021716,-50.8698618,324.60739,-63.64837,9.691,131,,,,0.04,0,2.7099671,2.07214,-1.74647,2.24667,439.52,882.37,,143.259,0.421,1.02,11.43316031,,0.36,114.41822652,0,10.908,10.264,8.623,8.692,TOI-7041,TOI-7041,4.8,0.2
TOI-707 b,b,2025-10,tran,<a refstr=REA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251001725R/abstract target=ref>Rea et al. 2025</a>,0,98.7295889,-67.5372743,277.73351,-26.47947,52.79918,,0.275,89.602,,,0,18.7829753,-14.9904,-11.3176,7.6071,130.959,491.7,,10.9718,2.5,0.2155,2.416,,0.0202,6.42,0,10.5886,10.0906,8.944,9.096,TOI-707,TOI-707,60.5,0.421
TOI-712 b,b,2022-08,tran,<a refstr=VACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...71V/abstract target=ref>Vach et al. 2022</a>,0,92.9361063,-65.8258386,275.57855,-28.60732,9.531361,68,0.07928,88.22,2458385.49,0.54,0,31.1412951,-2.92948,31.0032,17.0297,58.6212,650,,22.6,3.1,0.18279985,2.049,,0.0153,4.85,0,10.5785,9.9059,8.233,8.241,TOI-712,TOI-712,,0.41
TOI-712 c,c,2022-08,tran,<a refstr=VACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...71V/abstract target=ref>Vach et al. 2022</a>,0,92.9361063,-65.8258386,275.57855,-28.60732,51.69906,115,0.2447,89.78,2458425,0.089,0,31.1412951,-2.92948,31.0032,17.0297,58.6212,369.9,,3.08,2.16,0.24096749,2.701,,0.0244,7.76,0,10.5785,9.9059,8.233,8.241,TOI-712,TOI-712,,0.28
TOI-712 d,d,2022-08,tran,<a refstr=VACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...71V/abstract target=ref>Vach et al. 2022</a>,0,92.9361063,-65.8258386,275.57855,-28.60732,84.8396,30,0.3405,89.817,2458396,0.073,0,31.1412951,-2.92948,31.0032,17.0297,58.6212,313.6,,1.6,2.42,0.22071588,2.474,,0.021,6.68,0,10.5785,9.9059,8.233,8.241,TOI-712,TOI-712,,0.34
TOI-7149 b,b,2025-10,tran,<a refstr=KANODIA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..203K/abstract target=ref>Kanodia et al. 2025</a>,0,244.7384657,19.1758116,34.97142,41.96707,2.65206166,-16.4,0.02603,89.25,,0.078,0,15.034283,-7.75735,12.8784,7.9007,126.126,593,,20.6,0.53,1.18,13.2,,0.705,224,0,16.1589,14.8294,12.027,9.115,TOI-7149,TOI-7149,15.52,
TOI-715 b,b,2024-01,tran,<a refstr=DRANSFIELD_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527...35D/abstract target=ref>Dransfield et al. 2024</a>,0,113.8523276,-73.5774089,285.3953,-22.91722,19.288004,,0.083,89.856,,,0,83.2357377,82.6344,9.98719,23.5534,42.4048,234,,0.67,4.46,0.13828198,1.55,,0.00951,3.02,0,14.894,13.5308,10.753,8.924,TOI-715,TOI-715,,0.195
TOI-7155 b,b,2026-03,tran,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,0,12.4454481,79.2878555,122.8517,16.41637,3.89489711981,,,86.87115,,,0,37.5301842,36.34,-9.37652,6.87953,144.751,914,,116.253,2.51,0.2148469,2.40821473,,0.0201,6.38,0,12.4844,11.8389,10.229,9.103,TOI-7155,TOI-7155,11.198213,0.618573
TOI-7166 b,b,2025-12,tran,<a refstr=BARKAOUI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.544.2637B/abstract target=ref>Barkaoui et al. 2025</a>,0,320.6806363,8.8893975,60.8638,-27.9514,12.92063621,,0.06191,89.8,,0,0,375.6837282,260.604,-270.599,28.2078,35.4153,249,,1.07,3.18,0.1793205,2.01,,0.0148,4.7,0,14.4918,13.123,,,TOI-7166,TOI-7166,59.98,0.2
TOI-733 b,b,2023-06,tran,<a refstr=GEORGIEVA_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A.117G/abstract target=ref>Georgieva et al. 2023</a>,0,159.4093183,-40.888259,277.34362,15.24205,4.884765,-53.2,0.0618,88.85,,0.046,0,33.6594008,27.5433,19.3474,13.2674,75.2092,1055.8,,207.1,3.98,0.17771464,1.992,,0.01799713,5.72,0,9.28881,8.8411,7.78,7.656,TOI-733,TOI-733,14,0.29
TOI-7333 b,b,2026-03,tran,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,0,243.5319622,75.9166315,109.57793,35.41721,6.26449803661,,,87.78022,,,0,104.5713124,47.0848,-93.3712,6.33176,157.217,755,,53.9635,3.01,0.18687642,2.09469416,,0.0159,5.04,0,12.8288,12.1567,10.451,9.354,TOI-7333,TOI-7333,15.582072,0.605823
TOI-7384 b,b,2026-03,tran,<a refstr=SCOTT_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag070S/abstract target=ref>Scott et al. 2026</a>,0,83.1031834,-39.8342501,244.9403,-31.5404,6.2340258,,0.0439,88.79,,0.4,0,111.8501837,-45.8651,-102.014,14.9435,66.7902,378,,4.9,1.51,0.318,3.56,,0.039,12.4,0,15.0456,13.694,10.942,8.94,TOI-7384,TOI-7384,29.7,0.611
TOI-7510 b,b,2025-12,tran,<a refstr=ALMENARA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...704L..16A/abstract target=ref>Almenara et al. 2025</a>,0,273.728188,-54.4340547,339.78905,-16.78424,11.530869,95.9,0.1019,90.03,,0.0572,0,20.876389,19.8556,6.44816,3.98775,249.006,878,,1678.5119,0.255,0.652,7.31,,0.0571,18.1,0,11.7871,11.2937,10.155,8.492,TOI-7510,TOI-7510,21.27,0.18
TOI-7510 c,c,2025-12,tran,<a refstr=ALMENARA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...704L..16A/abstract target=ref>Almenara et al. 2025</a>,0,273.728188,-54.4340547,339.78905,-16.78424,22.5687423,187,0.1595,90.11,,0.0091,0,20.876389,19.8556,6.44816,3.98775,249.006,702,,92.4087,0.573,0.964,10.81,,0.412,131,0,11.7871,11.2937,10.155,8.492,TOI-7510,TOI-7510,33.3,0.14
TOI-7510 d,d,2025-12,tran,<a refstr=ALMENARA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...704L..16A/abstract target=ref>Almenara et al. 2025</a>,0,273.728188,-54.4340547,339.78905,-16.78424,48.864468,338,0.2672,89.312,,0.04,0,20.876389,19.8556,6.44816,3.98775,249.006,542.4,,20.6036,0.89,0.939,10.52,,0.597,190,0,11.7871,11.2937,10.155,8.492,TOI-7510,TOI-7510,55.78,0.681
TOI-756 b,b,2025-10,tran,<a refstr=PARC_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.138P/abstract target=ref>Parc et al. 2025</a>,0,192.103738,-45.4704709,302.37654,17.39802,1.2392495,90,0.018,85.53,,0,0,218.3345572,-216.372,29.2085,11.5755,86.1759,934,,127,2.42,0.25069184,2.81,,0.03092864,9.83,0,13.6961,12.5554,10.159,8.388,TOI-756,TOI-756,,0.589
TOI-756 c,c,2025-10,rv,<a refstr=PARC_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.138P/abstract target=ref>Parc et al. 2025</a>,0,192.103738,-45.4704709,302.37654,17.39802,149.4,-167.77,0.439,,,0.445,0,218.3345572,-216.372,29.2085,11.5755,86.1759,194,,0.24,3.22,1.16,13,,4.05,1287.20504835,0,13.6961,12.5554,10.159,8.388,TOI-756,TOI-756,,
TOI-757 b,b,2024-09,tran,<a refstr=ALQASIM_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.533....1A/abstract target=ref>Alqasim et al. 2024</a>,0,187.9948428,-35.5544523,298.48507,27.14923,17.46819,-36,0.122,89.5,,0.39,0,117.406487,47.9354,107.175,16.5436,60.3418,641,,24.3644,3.6,0.22303545,2.5,,0.03303669,10.5,0,9.55369,9.0498,7.812,7.674,TOI-757,TOI-757,,0.3
TOI-762 A b,b,2024-11,tran,<a refstr=HARTMAN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..202H/abstract target=ref>Hartman et al. 2024</a>,0,166.0747423,-47.8214964,284.96094,11.27684,3.4716826,,0.03418,87.5,,0.083,0,161.0339131,-159.157,-24.5147,10.1292,98.4458,555.4,,17.0012,0.76,0.744,8.33948164,,0.251,79.77493016,0,14.9535,13.6615,10.879,9.307,TOI-762 A,TOI-762,17.29,0.7556
TOI-763 b,b,2020-11,tran,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,0,194.468098,-39.7580613,304.27626,23.09689,5.6057,42,0.06,87.9551,,0.04,0,114.4890634,-76.9016,-84.8168,10.4837,95.1274,1038,,182.935,4.51,0.20340798,2.28,,0.03080263,9.79,0,9.99915,9.5275,8.422,8.518,TOI-763,TOI-763,12.836761,0.51
TOI-763 c,c,2020-11,tran,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,0,194.468098,-39.7580613,304.27626,23.09689,12.2737,62,0.1011,,,0.04,0,114.4890634,-76.9016,-84.8168,10.4837,95.1274,800,,64.3196,2.82,0.23463288,2.63,,0.02932385,9.32,0,9.99915,9.5275,8.422,8.518,TOI-763,TOI-763,,0.51
TOI-771 b,b,2024-04,tran,<a refstr=MISTRY_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024PASA...41...30M/abstract target=ref>Mistry et al. 2024</a>,0,164.1138903,-72.9851736,294.66043,-11.9871,2.3260155,-130,0.0208,89.3,,0.055,0,86.0053774,39.4753,-76.4109,39.53,25.2788,543,,14,5.4,0.12133128,1.36,,0.00777149,2.47,0,13.3671,12.0874,9.479,8.885,TOI-771,TOI-771,18.9,0.22
TOI-771 c,c,2025-06,rv,<a refstr=LACEDELLI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...698A.223L/abstract target=ref>Lacedelli et al. 2025</a>,0,164.1138903,-72.9851736,294.66043,-11.9871,7.61,-82,0.046,,2458573.8,0.065,0,86.0053774,39.4753,-76.4109,39.53,25.2788,365,,3,4.67,0.134,1.5,,0.00903003,2.87,0,13.3671,12.0874,9.479,8.885,TOI-771,TOI-771,42,
TOI-776 b,b,2021-01,tran,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,0,178.577997,-37.5533568,290.576,23.94395,8.24662,45,0.0653,89.41,,0.052,0,289.9988794,251.112,-145.059,36.7762,27.1701,520,,11.5,4.8,0.16040709,1.798,,0.01573176,5,4,10.7409,9.73597,7.474,7.167,TOI-776,TOI-776,27.87,0.26
TOI-776 c,c,2021-01,tran,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,0,178.577997,-37.5533568,290.576,23.94395,15.665323,7,0.1001,89.49,,0.089,0,289.9988794,251.112,-145.059,36.7762,27.1701,420,,4.9,4.4,0.18262142,2.047,,0.02170983,6.9,6,10.7409,9.73597,7.474,7.167,TOI-776,TOI-776,42.75,0.35
TOI-778 b,b,2023-05,tran,<a refstr=CLARK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..207C/abstract target=ref>Clark et al. 2023</a>,0,199.3338503,-15.2737046,312.13301,47.13485,4.633611,28,0.06,84.7,,0.21,0,65.9467103,-60.5997,-26.0124,6.15415,161.743,1561,,734.672,1.3,1.37,15.4,,2.8,878,0,8.99436,8.69009,8.003,7.907,TOI-778,TOI-778,7.6,0.61
TOI-782 b,b,2024-06,tran,<a refstr=HORI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..289H/abstract target=ref>Hori et al. 2024</a>,0,183.9203614,-18.9103377,291.30742,43.15288,8.0240015,,0.0578,88.98,,0.19,0,167.8089619,-163.72,-36.8186,19.0147,52.5122,435,,5.91,,0.24391156,2.734,,0.06009532,19.1,0,13.5645,12.2875,9.717,8.804,TOI-782,TOI-782,30.07,0.46
TOI-784 b,b,2023-07,tran,<a refstr=HUA_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...32H/abstract target=ref>Hua et al. 2023</a>,0,159.3412205,-63.6556923,288.70144,-4.55163,2.7970365,90,0.038,88.6,,0,0,154.9520584,3.56686,-154.911,15.451,64.5997,1256,,413.894,7.4,0.17218336,1.93,,0.03042522,9.67,0,9.23501,8.7537,7.569,7.738,HD 307842,HD 307842,9.03,0.22
TOI-799 b,b,2026-03,tran,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,0,98.4691249,-52.4602958,261.33862,-23.77061,5.54519139676,,,87.76971,,,0,42.7980215,26.5492,33.568,6.27924,158.526,958.69,,199.6326,3.06,0.18434485,2.06631784,,0.0155,4.92,0,11.0556,10.5868,9.502,8.878,TOI-799,TOI-799,15.263446,0.59983
TOI-808 b,b,2026-03,tran,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,0,133.7485497,-44.2886304,265.02919,0.4963,9.73944854026,,,88.42319,,,0,51.6141072,45.2267,-24.8709,10.156,98.1848,710.98,,60.3881,2.82,0.19657841,2.20344362,,0.0173,5.49,0,10.6033,10.0659,8.763,9.119,TOI-808,TOI-808,18.811753,0.518328
