sy_name,sy_snum,sy_pnum,sy_mnum,cb_flag,ra,dec,glon,glat,sy_dist,sy_plx,sy_pm,sy_pmra,sy_pmdec,sy_gaiamag,sy_tmag,sy_vmag,sy_jmag,sy_kmag,sy_w1mag,sy_w4mag
KMT-2018-BLG-1976L,1,1,0,0,266.3546667,-35.7003306,354.19802,-3.48341,5840,,,,,,,,,,,
KMT-2018-BLG-1990L,1,1,0,0,268.435375,-22.1525389,6.76186,1.91343,967,,,,,,,,,,,
KMT-2018-BLG-1988L,1,1,0,0,265.2825417,-35.5947,353.83159,-2.68573,4150,,,,,,,,,,,
KMT-2018-BLG-1990L,1,1,0,0,268.435375,-22.1525389,6.76186,1.91343,967,,,,,,,,,,,
KMT-2018-BLG-1996L,1,1,0,0,268.6785,-22.8204111,6.29904,1.38194,5910,,,,,,,,,,,
KMT-2018-BLG-2602L,1,1,0,0,267.3970417,-21.9762,6.4233,2.8314,4310,,,,,,,,,,,
KMT-2018-BLG-1996L,1,1,0,0,268.6785,-22.8204111,6.29904,1.38194,5910,,,,,,,,,,,
KMT-2019-BLG-0253L,1,1,0,0,267.8825833,-29.5654722,0.12563,-1.42905,4900,,,,,,,,,,,
KMT-2018-BLG-2602L,1,1,0,0,267.3970417,-21.9762,6.4233,2.8314,4310,,,,,,,,,,,
KMT-2019-BLG-0297L,1,1,0,0,270.0632917,-28.9652806,1.60158,-2.77206,3090,,,,,,,,,,,
KMT-2019-BLG-0253L,1,1,0,0,267.8825833,-29.5654722,0.12563,-1.42905,4900,,,,,,,,,,,
KMT-2019-BLG-0298L,1,1,0,0,264.878,-27.6381389,0.39585,1.82651,6710,,,,,,,,,,,
KMT-2019-BLG-0297L,1,1,0,0,270.0632917,-28.9652806,1.60158,-2.77206,3090,,,,,,,,,,,
KMT-2019-BLG-0335L,1,1,0,0,262.840125,-29.5906889,357.78514,2.27948,7710,,,,,,,,,,,
KMT-2019-BLG-0298L,1,1,0,0,264.878,-27.6381389,0.39585,1.82651,6710,,,,,,,,,,,
KMT-2019-BLG-0371L,1,1,0,0,268.3839167,-31.5550222,358.63014,-2.81154,7010,,,,,,,,,,,
KMT-2019-BLG-0335L,1,1,0,0,262.840125,-29.5906889,357.78514,2.27948,7710,,,,,,,,,,,
KMT-2019-BLG-0414L,1,1,0,0,268.8529167,-21.8955389,7.17935,1.70909,4410,,,,,,,,,,,
KMT-2019-BLG-0371L,1,1,0,0,268.3839167,-31.5550222,358.63014,-2.81154,7010,,,,,,,,,,,
KMT-2019-BLG-0578L,1,1,0,0,269.4846667,-27.7948611,2.36442,-1.74833,7300,,,,,,,,,,,
KMT-2019-BLG-0414L,1,1,0,0,268.8529167,-21.8955389,7.17935,1.70909,4410,,,,,,,,,,,
KMT-2019-BLG-0842L,1,1,0,0,268.458458,-29.8774389,0.11105,-2.01831,3320,,,,,,,,,,,
KMT-2019-BLG-0578L,1,1,0,0,269.4846667,-27.7948611,2.36442,-1.74833,7300,,,,,,,,,,,
KMT-2019-BLG-0953L,1,1,0,0,269.3385833,-28.6746389,1.53767,-2.07668,7200,,,,,,,,,,,
KMT-2019-BLG-0842L,1,1,0,0,268.458458,-29.8774389,0.11105,-2.01831,3320,,,,,,,,,,,
KMT-2019-BLG-1042L,1,1,0,0,270.5440417,-27.5806694,3.01617,-2.4566,6600,,,,,,,,,,,
KMT-2019-BLG-0953L,1,1,0,0,269.3385833,-28.6746389,1.53767,-2.07668,7200,,,,,,,,,,,
KMT-2019-BLG-1216L,1,1,0,0,268.480625,-35.1366389,355.5703,-4.68579,2740,,,,,,,,,,,
KMT-2019-BLG-1042L,1,1,0,0,270.5440417,-27.5806694,3.01617,-2.4566,6600,,,,,,,,,,,
KMT-2019-BLG-1216L,1,1,0,0,268.480625,-35.1366389,355.5703,-4.68579,2740,,,,,,,,,,,
KMT-2019-BLG-1339L,1,1,0,0,265.743417,-25.5739167,2.55867,2.25989,6120,,,,,,,,,,,
KMT-2019-BLG-1367L,1,1,0,0,272.4713333,-29.7622111,1.92632,-4.99338,4670,,,,,,,,,,,
KMT-2019-BLG-1339L,1,1,0,0,265.743417,-25.5739167,2.55867,2.25989,6120,,,,,,,,,,,
KMT-2019-BLG-1367L,1,1,0,0,272.4713333,-29.7622111,1.92632,-4.99338,4670,,,,,,,,,,,
KMT-2019-BLG-1552L,1,1,0,0,269.5957917,-27.5669389,2.61115,-1.71979,4600,,,,,,,,,,,
KMT-2019-BLG-1552L,1,1,0,0,269.5957917,-27.5669389,2.61115,-1.71979,4600,,,,,,,,,,,
KMT-2019-BLG-1715L,1,1,0,0,270.3717083,-28.7771389,1.89895,-2.91396,3860,,,,,,,,,,,
KMT-2019-BLG-1806L,1,1,0,0,270.5375417,-29.4148889,1.41436,-3.35396,6640,,,,,,,,,,,
KMT-2019-BLG-1715L,1,1,0,0,270.3717083,-28.7771389,1.89895,-2.91396,3860,,,,,,,,,,,
KMT-2019-BLG-1806L,1,1,0,0,270.5375417,-29.4148889,1.41436,-3.35396,6640,,,,,,,,,,,
KMT-2019-BLG-1953L,1,1,0,0,269.11625,-28.2011111,1.84965,-1.67021,7040,,,,,,,,,,,
KMT-2019-BLG-1953L,1,1,0,0,269.11625,-28.2011111,1.84965,-1.67021,7040,,,,,,,,,,,
KMT-2019-BLG-2783L,1,1,0,0,269.2919167,-33.7885194,357.07727,-4.59238,5910,,,,,,,,,,,
KMT-2019-BLG-2783L,1,1,0,0,269.2919167,-33.7885194,357.07727,-4.59238,5910,,,,,,,,,,,
KMT-2019-BLG-2974L,1,1,0,0,267.8520833,-29.4231611,0.23449,-1.33358,6100,,,,,,,,,,,
KMT-2019-BLG-2974L,1,1,0,0,267.8520833,-29.4231611,0.23449,-1.33358,6100,,,,,,,,,,,
KMT-2020-BLG-0202L,1,1,0,0,267.0404583,-24.47445,4.11004,1.82819,3840,,,,,,,,,,,
KMT-2020-BLG-0202L,1,1,0,0,267.0404583,-24.47445,4.11004,1.82819,3840,,,,,,,,,,,
KMT-2020-BLG-0414L,1,2,0,0,271.915,-28.4852222,2.81609,-3.95413,1220,,,,,,,,,,,
KMT-2021-BLG-0119L,1,1,0,0,274.0005417,-29.7438889,2.5721,-6.15518,3130,,,,,,,,,,,
KMT-2020-BLG-0414L,1,2,0,0,271.915,-28.4852222,2.81609,-3.95413,1220,,,,,,,,,,,
KMT-2021-BLG-0119L,1,1,0,0,274.0005417,-29.7438889,2.5721,-6.15518,3130,,,,,,,,,,,
KMT-2021-BLG-0171L,1,1,0,0,269.2416667,-30.0930556,0.2661,-2.71306,4600,,,,,,,,,,,
KMT-2021-BLG-0171L,1,1,0,0,269.2416667,-30.0930556,0.2661,-2.71306,4600,,,,,,,,,,,
KMT-2021-BLG-0192L,1,1,0,0,268.1049583,-30.0086889,359.84241,-1.82089,5120,,,,,,,,,,,
KMT-2021-BLG-0192L,1,1,0,0,268.1049583,-30.0086889,359.84241,-1.82089,5120,,,,,,,,,,,
KMT-2021-BLG-0240L,1,1,0,0,267.5772917,-30.0049694,359.6123,-1.42605,6600,,,,,,,,,,,
KMT-2021-BLG-0240L,1,1,0,0,267.5772917,-30.0049694,359.6123,-1.42605,6600,,,,,,,,,,,
KMT-2021-BLG-0320L,1,1,0,0,269.388125,-30.5039389,359.97293,-3.02784,6950,,,,,,,,,,,
KMT-2021-BLG-0322L,2,1,0,0,270.9116667,-29.6043889,1.40867,-3.73064,6600,,,,,,,,,,,
KMT-2021-BLG-0320L,1,1,0,0,269.388125,-30.5039389,359.97293,-3.02784,6950,,,,,,,,,,,
KMT-2021-BLG-0322L,2,1,0,0,270.9116667,-29.6043889,1.40867,-3.73064,6600,,,,,,,,,,,
KMT-2021-BLG-0712L,1,1,0,0,269.2856667,-31.1844694,359.33831,-3.29115,3090,,,,,,,,,,,
KMT-2021-BLG-0712L,1,1,0,0,269.2856667,-31.1844694,359.33831,-3.29115,3090,,,,,,,,,,,
KMT-2021-BLG-0736L,1,1,0,0,268.3225833,-29.7124194,0.19366,-1.83305,7000,,,,,,,,,,,
KMT-2021-BLG-0748L,1,1,0,0,272.4213333,-25.7465806,5.4377,-3.02894,6090,,,,,,,,,,,
KMT-2021-BLG-0736L,1,1,0,0,268.3225833,-29.7124194,0.19366,-1.83305,7000,,,,,,,,,,,
KMT-2021-BLG-0852L,1,1,0,0,265.8311667,-33.8918389,355.51847,-2.1734,7230,,,,,,,,,,,
KMT-2021-BLG-0748L,1,1,0,0,272.4213333,-25.7465806,5.4377,-3.02894,6090,,,,,,,,,,,
KMT-2021-BLG-0852L,1,1,0,0,265.8311667,-33.8918389,355.51847,-2.1734,7230,,,,,,,,,,,
KMT-2021-BLG-0909L,1,1,0,0,265.6202083,-27.6391389,0.74299,1.26803,6480,,,,,,,,,,,
KMT-2021-BLG-0912L,1,1,0,0,269.8211667,-31.9976389,358.85814,-4.09097,5560,,,,,,,,,,,
KMT-2021-BLG-0909L,1,1,0,0,265.6202083,-27.6391389,0.74299,1.26803,6480,,,,,,,,,,,
KMT-2021-BLG-1077L,1,2,0,0,266.489125,-33.8428111,355.84555,-2.61394,8240,,,,,,,,,,,
KMT-2021-BLG-0912L,1,1,0,0,269.8211667,-31.9976389,358.85814,-4.09097,5560,,,,,,,,,,,
KMT-2021-BLG-1105L,1,1,0,0,265.73225,-25.5089111,2.60875,2.30259,4540,,,,,,,,,,,
KMT-2021-BLG-1077L,1,2,0,0,266.489125,-33.8428111,355.84555,-2.61394,8240,,,,,,,,,,,
KMT-2021-BLG-1150L,1,1,0,0,268.790125,-31.3133306,359.01409,-2.98902,3800,,,,,,,,,,,
KMT-2021-BLG-1105L,1,1,0,0,265.73225,-25.5089111,2.60875,2.30259,4540,,,,,,,,,,,
KMT-2021-BLG-1150L,1,1,0,0,268.790125,-31.3133306,359.01409,-2.98902,3800,,,,,,,,,,,
KMT-2021-BLG-1253L,1,1,0,0,267.6172083,-29.2792806,0.25345,-1.08408,6640,,,,,,,,,,,
KMT-2021-BLG-1253L,1,1,0,0,267.6172083,-29.2792806,0.25345,-1.08408,6640,,,,,,,,,,,
KMT-2021-BLG-1303L,1,1,0,0,271.863875,-29.2815806,2.09502,-4.29901,6280,,,,,,,,,,,
KMT-2021-BLG-1372L,1,1,0,0,264.4885417,-28.1483889,359.78034,1.84567,5970,,,,,,,,,,,
KMT-2021-BLG-1303L,1,1,0,0,271.863875,-29.2815806,2.09502,-4.29901,6280,,,,,,,,,,,
KMT-2021-BLG-1391L,1,1,0,0,270.6835833,-28.0605,2.65873,-2.80007,5720,,,,,,,,,,,
KMT-2021-BLG-1372L,1,1,0,0,264.4885417,-28.1483889,359.78034,1.84567,5970,,,,,,,,,,,
KMT-2021-BLG-1547L,1,1,0,0,272.3995833,-29.0839389,2.49423,-4.6143,5070,,,,,,,,,,,
KMT-2021-BLG-1391L,1,1,0,0,270.6835833,-28.0605,2.65873,-2.80007,5720,,,,,,,,,,,
KMT-2021-BLG-1554L,1,1,0,0,267.8034167,-31.8643611,358.11234,-2.54313,7680,,,,,,,,,,,
KMT-2021-BLG-1547L,1,1,0,0,272.3995833,-29.0839389,2.49423,-4.6143,5070,,,,,,,,,,,
KMT-2021-BLG-1689L,1,1,0,0,269.5791667,-30.1452778,0.36661,-2.99212,7200,,,,,,,,,,,
KMT-2021-BLG-1554L,1,1,0,0,267.8034167,-31.8643611,358.11234,-2.54313,7680,,,,,,,,,,,
KMT-2021-BLG-1770L,1,1,0,0,270.4399583,-27.4186694,3.1117,-2.29642,6920,,,,,,,,,,,
KMT-2021-BLG-1689L,1,1,0,0,269.5791667,-30.1452778,0.36661,-2.99212,7200,,,,,,,,,,,
KMT-2021-BLG-1898L,1,1,0,0,265.691875,-27.3758389,1.00041,1.3525,6900,,,,,,,,,,,
KMT-2021-BLG-1770L,1,1,0,0,270.4399583,-27.4186694,3.1117,-2.29642,6920,,,,,,,,,,,
KMT-2021-BLG-2010L,1,1,0,0,268.0085,-32.26975,357.85153,-2.89904,7090,,,,,,,,,,,
KMT-2021-BLG-1898L,1,1,0,0,265.691875,-27.3758389,1.00041,1.3525,6900,,,,,,,,,,,
KMT-2021-BLG-2294L,1,1,0,0,270.0624167,-28.6124389,1.9081,-2.5967,6800,,,,,,,,,,,
KMT-2021-BLG-2010L,1,1,0,0,268.0085,-32.26975,357.85153,-2.89904,7090,,,,,,,,,,,
KMT-2021-BLG-2478L,1,1,0,0,269.3092083,-29.1019694,1.15451,-2.26818,2970,,,,,,,,,,,
KMT-2021-BLG-2294L,1,1,0,0,270.0624167,-28.6124389,1.9081,-2.5967,6800,,,,,,,,,,,
KMT-2021-BLG-2478L,1,1,0,0,269.3092083,-29.1019694,1.15451,-2.26818,2970,,,,,,,,,,,
KMT-2021-BLG-2609L,1,1,0,0,263.518875,-27.5969389,359.78402,2.8649,7480,,,,,,,,,,,
KMT-2021-BLG-2609L,1,1,0,0,263.518875,-27.5969389,359.78402,2.8649,7480,,,,,,,,,,,
KMT-2022-BLG-0303L,1,1,0,0,268.033125,-22.6890806,6.11047,1.96152,6570,,,,,,,,,,,
KMT-2022-BLG-0303L,1,1,0,0,268.033125,-22.6890806,6.11047,1.96152,6570,,,,,,,,,,,
KMT-2022-BLG-0371L,1,1,0,0,265.3619167,-34.6986694,354.62769,-2.268,7140,,,,,,,,,,,
KMT-2022-BLG-0440L,1,1,0,0,269.5835833,-32.2953056,358.49901,-4.06358,3500,,,,,,,,,,,
KMT-2022-BLG-0371L,1,1,0,0,265.3619167,-34.6986694,354.62769,-2.268,7140,,,,,,,,,,,
KMT-2022-BLG-0440L,1,1,0,0,269.5835833,-32.2953056,358.49901,-4.06358,3500,,,,,,,,,,,
KMT-2022-BLG-1013L,1,1,0,0,264.70925,-28.3556694,359.70884,1.57062,7710,,,,,,,,,,,
KMT-2022-BLG-1551L,1,1,0,0,265.25375,-27.5518806,0.6457,1.58994,6900,,,,,,,,,,,
KMT-2022-BLG-1013L,1,1,0,0,264.70925,-28.3556694,359.70884,1.57062,7710,,,,,,,,,,,
KMT-2022-BLG-1790L,1,1,0,0,271.05625,-27.03475,3.71589,-2.58508,6480,,,,,,,,,,,
KMT-2022-BLG-1551L,1,1,0,0,265.25375,-27.5518806,0.6457,1.58994,6900,,,,,,,,,,,
KMT-2022-BLG-1818L,1,2,0,0,270.798625,-27.4811111,3.21405,-2.60423,5300,,,,,,,,,,,
KMT-2022-BLG-1790L,1,1,0,0,271.05625,-27.03475,3.71589,-2.58508,6480,,,,,,,,,,,
KMT-2022-BLG-2076L,1,1,0,0,268.051125,-29.0279306,0.66317,-1.2815,5570,,,,,,,,,,,
KMT-2022-BLG-1818L,1,2,0,0,270.798625,-27.4811111,3.21405,-2.60423,5300,,,,,,,,,,,
KMT-2022-BLG-2286L,1,1,0,0,269.16525,-28.8549194,1.30538,-2.03545,7320,,,,,,,,,,,
KMT-2022-BLG-2076L,1,1,0,0,268.051125,-29.0279306,0.66317,-1.2815,5570,,,,,,,,,,,
KMT-2023-BLG-0119L,1,1,0,0,266.8150417,-34.5721889,355.36023,-3.22199,5410,,,,,,,,,,,
KMT-2022-BLG-2286L,1,1,0,0,269.16525,-28.8549194,1.30538,-2.03545,7320,,,,,,,,,,,
KMT-2023-BLG-0119L,1,1,0,0,266.8150417,-34.5721889,355.36023,-3.22199,5410,,,,,,,,,,,
KMT-2023-BLG-0416L,1,1,0,0,266.3240417,-25.0794889,3.255,2.07095,5900,,,,,,,,,,,
KMT-2023-BLG-0416L,1,1,0,0,266.3240417,-25.0794889,3.255,2.07095,5900,,,,,,,,,,,
KMT-2023-BLG-0466L,1,1,0,0,270.61,-33.0029694,358.30698,-5.16404,6800,,,,,,,,,,,
KMT-2023-BLG-0466L,1,1,0,0,270.61,-33.0029694,358.30698,-5.16404,6800,,,,,,,,,,,
KMT-2023-BLG-0469L,1,1,0,0,269.4067917,-28.7150611,1.53257,-2.14871,7070,,,,,,,,,,,
KMT-2023-BLG-0469L,1,1,0,0,269.4067917,-28.7150611,1.53257,-2.14871,7070,,,,,,,,,,,
KMT-2023-BLG-0548L,1,1,0,0,270.347625,-27.10675,3.3426,-2.07105,6830,,,,,,,,,,,
KMT-2023-BLG-0548L,1,1,0,0,270.347625,-27.10675,3.3426,-2.07105,6830,,,,,,,,,,,
KMT-2023-BLG-0735L,1,1,0,0,267.5759583,-29.2029194,0.30059,-1.01404,6390,,,,,,,,,,,
KMT-2023-BLG-0735L,1,1,0,0,267.5759583,-29.2029194,0.30059,-1.01404,6390,,,,,,,,,,,
KMT-2023-BLG-0830L,1,1,0,0,271.6579583,-28.3323111,2.84069,-3.6823,7250,,,,,,,,,,,
KMT-2023-BLG-0830L,1,1,0,0,271.6579583,-28.3323111,2.84069,-3.6823,7250,,,,,,,,,,,
KMT-2023-BLG-0949L,1,1,0,0,263.4194167,-28.0914611,359.32019,2.67086,6060,,,,,,,,,,,
KMT-2023-BLG-0949L,1,1,0,0,263.4194167,-28.0914611,359.32019,2.67086,6060,,,,,,,,,,,
KMT-2023-BLG-1431L,1,1,0,0,271.1835417,-29.7439194,1.40198,-4.00491,6800,,,,,,,,,,,
KMT-2023-BLG-1431L,1,1,0,0,271.1835417,-29.7439194,1.40198,-4.00491,6800,,,,,,,,,,,
KMT-2023-BLG-1454L,1,1,0,0,267.6200833,-29.62275,359.95968,-1.26215,7220,,,,,,,,,,,
KMT-2023-BLG-1454L,1,1,0,0,267.6200833,-29.62275,359.95968,-1.26215,7220,,,,,,,,,,,
KMT-2023-BLG-1642L,1,1,0,0,261.366,-29.0584694,357.51786,3.64468,6980,,,,,,,,,,,
KMT-2023-BLG-1642L,1,1,0,0,261.366,-29.0584694,357.51786,3.64468,6980,,,,,,,,,,,
KMT-2023-BLG-1743L,1,1,0,0,269.16525,-28.8549194,1.30538,-2.03545,7130,,,,,,,,,,,
KMT-2023-BLG-1743L,1,1,0,0,269.16525,-28.8549194,1.30538,-2.03545,7130,,,,,,,,,,,
KMT-2023-BLG-1866L,1,1,0,0,273.48225,-28.4473889,3.509,-5.14684,6210,,,,,,,,,,,
KMT-2023-BLG-1866L,1,1,0,0,273.48225,-28.4473889,3.509,-5.14684,6210,,,,,,,,,,,
KMT-2023-BLG-1896L,1,1,0,0,271.03175,-26.9589194,3.77138,-2.52892,5490,,,,,,,,,,,
KMT-2023-BLG-1896L,1,1,0,0,271.03175,-26.9589194,3.77138,-2.52892,5490,,,,,,,,,,,
KMT-2023-BLG-2209L,1,1,0,0,268.9942083,-29.3056694,0.84018,-2.13238,5570,,,,,,,,,,,
KMT-2023-BLG-2209L,1,1,0,0,268.9942083,-29.3056694,0.84018,-2.13238,5570,,,,,,,,,,,
KMT-2024-BLG-0176L,1,1,0,0,266.5324583,-34.2105806,355.54941,-2.8354,8340,,,,,,,,,,,
KMT-2024-BLG-0176L,1,1,0,0,266.5324583,-34.2105806,355.54941,-2.8354,8340,,,,,,,,,,,
KMT-2024-BLG-0349L,1,1,0,0,261.3715417,-30.2470194,356.533,2.97688,5750,,,,,,,,,,,
KMT-2024-BLG-0349L,1,1,0,0,261.3715417,-30.2470194,356.533,2.97688,5750,,,,,,,,,,,
KMT-2024-BLG-0404L,1,2,0,0,271.1470833,-27.9535,2.95282,-3.10446,7210,,,,,,,,,,,
KMT-2024-BLG-0404L,1,2,0,0,271.1470833,-27.9535,2.95282,-3.10446,7210,,,,,,,,,,,
KMT-2024-BLG-1005L,1,1,0,0,269.8055833,-28.7557806,1.67164,-2.47217,6950,,,,,,,,,,,
KMT-2024-BLG-1005L,1,1,0,0,269.8055833,-28.7557806,1.67164,-2.47217,6950,,,,,,,,,,,
KMT-2024-BLG-1044L,1,1,0,0,271.564,-27.5925806,3.44844,-3.25093,7140,,,,,,,,,,,
KMT-2024-BLG-1044L,1,1,0,0,271.564,-27.5925806,3.44844,-3.25093,7140,,,,,,,,,,,
KMT-2024-BLG-1209L,1,1,0,0,261.6129583,-28.1205611,358.41967,3.9868,3930,,,,,,,,,,,
KMT-2024-BLG-1209L,1,1,0,0,261.6129583,-28.1205611,358.41967,3.9868,3930,,,,,,,,,,,
KMT-2024-BLG-1281L,1,1,0,0,270.169375,-32.71425,358.37804,-4.69999,7180,,,,,,,,,,,
KMT-2024-BLG-1281L,1,1,0,0,270.169375,-32.71425,358.37804,-4.69999,7180,,,,,,,,,,,
KMT-2024-BLG-1870L,1,1,0,0,272.4653333,-26.8828889,4.45871,-3.60993,5480,,,,,,,,,,,
KMT-2024-BLG-1870L,1,1,0,0,272.4653333,-26.8828889,4.45871,-3.60993,5480,,,,,,,,,,,
KMT-2024-BLG-2005L,1,1,0,0,268.4080833,-28.9009806,0.93124,-1.48603,7720,,,,,,,,,,,
KMT-2024-BLG-2005L,1,1,0,0,268.4080833,-28.9009806,0.93124,-1.48603,7720,,,,,,,,,,,
KMT-2024-BLG-2059L,1,1,0,0,270.92975,-28.5681889,2.32202,-3.23785,6070,,,,,,,,,,,
KMT-2024-BLG-2059L,1,1,0,0,270.92975,-28.5681889,2.32202,-3.23785,6070,,,,,,,,,,,
KMT-2024-BLG-2087L,1,1,0,0,268.4500417,-29.2631889,0.63739,-1.70111,7190,,,,,,,,,,,
KMT-2024-BLG-2087L,1,1,0,0,268.4500417,-29.2631889,0.63739,-1.70111,7190,,,,,,,,,,,
KMT-2024-BLG-2242L,1,1,0,0,268.415,-29.5603111,0.36558,-1.82523,7620,,,,,,,,,,,
KMT-2024-BLG-2242L,1,1,0,0,268.415,-29.5603111,0.36558,-1.82523,7620,,,,,,,,,,,
KMT-2025-BLG-0121L,1,1,0,0,267.158375,-23.9988,4.57334,1.98115,6200,,,,,,,,,,,
KMT-2025-BLG-0121L,1,1,0,0,267.158375,-23.9988,4.57334,1.98115,6200,,,,,,,,,,,
KMT-2025-BLG-0481L,1,1,0,0,265.356,-34.37175,354.90301,-2.09133,7980,,,,,,,,,,,
KMT-2025-BLG-0481L,1,1,0,0,265.356,-34.37175,354.90301,-2.09133,7980,,,,,,,,,,,
KMT-2025-BLG-1616L,1,1,0,0,267.778875,-30.1391111,359.58627,-1.64457,7500,,,,,,,,,,,
KMT-2025-BLG-1616L,1,1,0,0,267.778875,-30.1391111,359.58627,-1.64457,7500,,,,,,,,,,,
KOI-12,1,2,0,0,297.4537402,41.0110188,75.49897,7.46967,399.398,2.4753,3.9994855,3.04112,2.59759,11.2535,10.931,11.51,10.461,10.234,10.189,9.201
KOI-12,1,2,0,0,297.4537402,41.0110188,75.49897,7.46967,399.398,2.4753,3.9994855,3.04112,2.59759,11.2535,10.931,11.51,10.461,10.234,10.189,9.201
KOI-1257,2,1,0,0,291.2250888,44.9272918,76.89172,13.31738,656,,16.3901937,-6.7631,-14.9298,14.6419,14.0772,14.818,13.222,12.726,12.579,8.951
KOI-1257,2,1,0,0,291.2250888,44.9272918,76.89172,13.31738,656,,16.3901937,-6.7631,-14.9298,14.6419,14.0772,14.818,13.222,12.726,12.579,8.951
KOI-13,3,1,0,0,286.9713876,46.8682463,77.5059,16.80645,519.096,1.9053,16.381947,-4.40141,-15.7796,10.3678,10.2306,9.791,9.466,9.425,9.386,9.162
KOI-13,3,1,0,0,286.9713876,46.8682463,77.5059,16.80645,519.096,1.9053,16.381947,-4.40141,-15.7796,10.3678,10.2306,9.791,9.466,9.425,9.386,9.162
KOI-134,1,2,0,0,295.586598,45.3649371,78.69759,10.76136,1159.21,0.833862,6.6556348,-2.31576,-6.23977,13.6323,13.2243,13.773,12.628,12.322,12.344,9.434
KOI-134,1,2,0,0,295.586598,45.3649371,78.69759,10.76136,1159.21,0.833862,6.6556348,-2.31576,-6.23977,13.6323,13.2243,13.773,12.628,12.322,12.344,9.434
KOI-142,1,3,0,0,291.1481028,40.669413,72.93478,11.52808,376.863,2.62461,5.0864493,1.1144,4.96287,13.1048,12.5923,13.209,11.882,11.454,11.428,9.299
KOI-142,1,3,0,0,291.1481028,40.669413,72.93478,11.52808,376.863,2.62461,5.0864493,1.1144,4.96287,13.1048,12.5923,13.209,11.882,11.454,11.428,9.299
KOI-1599,1,2,0,0,298.3738383,40.6184483,75.50723,6.67033,1131.64,0.855436,2.3766644,-0.790836,2.24123,14.854,14.3561,14.795,13.631,13.238,12.969,8.947
KOI-1599,1,2,0,0,298.3738383,40.6184483,75.50723,6.67033,1131.64,0.855436,2.3766644,-0.790836,2.24123,14.854,14.3561,14.795,13.631,13.238,12.969,8.947
KOI-1783,1,2,0,0,289.3414629,46.988155,78.27209,15.36009,865.73,1.12637,18.0179028,2.65176,-17.8217,13.9061,13.489,13.978,12.917,12.621,12.567,9.37
KOI-1783,1,2,0,0,289.3414629,46.988155,78.27209,15.36009,865.73,1.12637,18.0179028,2.65176,-17.8217,13.9061,13.489,13.978,12.917,12.621,12.567,9.37
KOI-217,1,1,0,0,294.8654667,46.2858128,79.29221,11.6333,914.699,1.06473,2.5768478,-2.3429,-1.07283,15.1013,14.5787,15.257,13.927,13.469,13.311,9.671
KOI-217,1,1,0,0,294.8654667,46.2858128,79.29221,11.6333,914.699,1.06473,2.5768478,-2.3429,-1.07283,15.1013,14.5787,15.257,13.927,13.469,13.311,9.671
KOI-2513,1,1,0,0,293.6688776,46.3792321,78.99551,12.41248,1369.87,,6.3620088,2.73515,-5.74405,14.809,14.3844,14.913,13.757,13.367,13.345,9.223
KOI-2513,1,1,0,0,293.6688776,46.3792321,78.99551,12.41248,1369.87,,6.3620088,2.73515,-5.74405,14.809,14.3844,14.913,13.757,13.367,13.345,9.223
KOI-3503,1,2,0,0,293.1507654,41.7291532,74.58619,10.6522,887.064,1.09861,22.0853664,-9.91469,-19.7348,13.7744,13.3876,13.831,12.807,12.483,12.462,9.351
KOI-3503,1,2,0,0,293.1507654,41.7291532,74.58619,10.6522,887.064,1.09861,22.0853664,-9.91469,-19.7348,13.7744,13.3876,13.831,12.807,12.483,12.462,9.351
KOI-351,1,8,0,0,284.4334642,49.3051239,79.26947,19.25567,848.254,1.15007,5.432016,-4.37917,-3.21398,13.7397,13.3396,13.883,12.79,12.482,12.438,9.588
KOI-351,1,8,0,0,284.4334642,49.3051239,79.26947,19.25567,848.254,1.15007,5.432016,-4.37917,-3.21398,13.7397,13.3396,13.883,12.79,12.482,12.438,9.588
KOI-3680,1,1,0,0,293.2815266,45.3096572,77.89242,12.17757,921.986,1.05642,12.0589008,-11.5087,-3.60096,14.5027,14.0291,14.616,13.384,13.101,12.996,9.466
KOI-3680,1,1,0,0,293.2815266,45.3096572,77.89242,12.17757,921.986,1.05642,12.0589008,-11.5087,-3.60096,14.5027,14.0291,14.616,13.384,13.101,12.996,9.466
KOI-4777,1,1,0,0,287.2621474,42.0322257,72.95336,14.74734,172.245,5.77722,13.8517616,-2.2114,-13.6741,15.8525,14.7079,16.413,13.221,12.449,12.331,9.438
KOI-4777,1,1,0,0,287.2621474,42.0322257,72.95336,14.74734,172.245,5.77722,13.8517616,-2.2114,-13.6741,15.8525,14.7079,16.413,13.221,12.449,12.331,9.438
KOI-4978,1,1,0,0,286.5907635,38.5582993,69.45751,13.82335,936.341,1.03972,1.6819067,1.51119,0.738319,15.2477,14.6908,15.633,13.99,13.507,13.324,9.19
KOI-4978,1,1,0,0,286.5907635,38.5582993,69.45751,13.82335,936.341,1.03972,1.6819067,1.51119,0.738319,15.2477,14.6908,15.633,13.99,13.507,13.324,9.19
KOI-55,1,2,0,0,296.3561853,41.0927315,75.1612,8.23109,1231.02,0.785017,7.8384452,7.18486,-3.13353,14.9062,15.016,15.154,15.356,15.495,15.438,9.173
KOI-55,1,2,0,0,296.3561853,41.0927315,75.1612,8.23109,1231.02,0.785017,7.8384452,7.18486,-3.13353,14.9062,15.016,15.154,15.356,15.495,15.438,9.173
