sy_name,sy_snum,sy_pnum,sy_mnum,cb_flag,ra,dec,glon,glat,sy_dist,sy_plx,sy_pm,sy_pmra,sy_pmdec,sy_gaiamag,sy_tmag,sy_vmag,sy_jmag,sy_kmag,sy_w1mag,sy_w4mag
HD 62549,1,1,0,0,116.0821439,-5.0541223,223.57898,9.35843,49.3305,20.2426,193.3686841,-30.1673,191.001,7.56542,7.1573,7.72,6.604,6.258,6.215,6.197
HD 63433,1,3,0,0,117.4793699,27.3631342,193.28189,24.14746,22.4035,44.607,15.1178736,-10.0268,-11.3143,6.71831,6.2683,6.92035,5.624,5.258,5.246,5.163
HD 63454,1,1,0,0,114.8406393,-78.2791464,290.35446,-24.13856,37.6894,26.5037,44.5330074,-19.7095,-39.934,9.05402,8.439,9.37,7.596,6.998,6.932,6.965
HD 63765,1,1,0,0,116.9582617,-54.265345,267.19806,-14.09439,32.5376,30.7048,315.9028879,148.414,-278.869,7.90983,7.4301,8.1,6.768,6.316,6.233,6.297
HD 63935,1,2,0,0,117.9246417,9.3852412,211.23645,17.61294,48.9739,20.3902,204.496598,-78.7966,-188.706,8.39353,7.9259,8.58,7.304,6.881,6.805,6.786
HD 64114,1,1,0,0,117.982556,-11.0337221,229.78855,8.08434,31.5262,31.6907,186.8671584,-69.4527,-173.481,7.52581,7.0688,7.71,6.478,6.046,6.018,5.984
HD 64121,1,1,0,0,117.3651424,-54.8126136,267.81121,-14.13481,129.966,7.66551,75.3078168,-2.16117,-75.2768,7.17872,6.6238,7.43,5.863,5.244,5.18,5.159
HD 6434,1,1,0,0,16.1663441,-39.4904909,291.21692,-77.33534,42.358,23.5794,554.588905,-170.124,-527.851,7.5609,7.1462,7.72,6.577,6.187,6.166,6.16
HD 65216,3,2,0,0,118.4209646,-63.6466892,276.27361,-17.61436,35.1205,28.4445,191.7550039,-123.632,146.578,7.7943,7.3449,7.97,6.763,6.329,6.267,6.306
HD 66141,1,1,0,0,120.5662825,2.3350265,219.06694,16.80047,68.1509,14.6704,108.6190684,-26.5153,105.333,3.97926,3.2731,4.37821,2.199,1.447,-1.166,1.318
HD 66428,1,2,0,0,120.8691654,-1.1636019,222.42686,15.41735,53.2817,18.7398,217.1239644,-65.7259,-206.937,8.08142,7.6306,8.25,7.044,6.66,6.634,6.629
HD 67087,1,2,0,0,121.9155672,31.5511553,190.11761,29.09234,76.5217,13.0396,41.1484473,-16.5053,-37.6931,7.92235,7.5776,8.05,7.098,6.866,6.8,6.688
HD 6718,1,1,0,0,16.9536005,-8.2336165,135.28348,-70.71162,51.3444,19.4476,193.6807171,192.637,20.08,8.28147,7.8472,8.45,7.269,6.876,6.849,6.853
HD 68402,1,1,0,0,121.3474609,-74.4100732,287.05452,-21.30677,78.4293,12.7214,111.1026566,-78.1862,78.9349,8.95443,8.5288,9.11,7.984,7.697,7.567,7.504
HD 68475,1,1,0,0,122.7192621,-42.8128841,259.09233,-5.05403,33.4297,29.8846,342.6420907,21.6409,-341.958,8.51672,7.9591,8.78,7.131,6.6,,
HD 6860,1,1,0,0,17.432979,35.620499,127.10756,-27.10288,61.12469,16.36,208.614477,176,-112,,0.381,2.06763,-0.957,-1.846,3.882,-2.017
HD 68988,1,2,0,0,124.5935429,61.4608518,155.26292,33.91958,60.8447,16.4066,131.8506008,128.329,30.2696,8.04611,7.6263,8.2,7.06,6.743,6.715,6.708
HD 69123,1,1,0,0,123.55499,-35.4899246,253.3171,-0.49479,75.116,13.2843,51.1941186,-46.3985,21.6337,5.49555,4.8941,5.77,4.43,3.586,2.564,3.358
HD 69830,1,3,0,0,124.6010091,-12.6364246,234.56776,12.82251,12.5591,79.5945,1026.8551062,278.787,-988.286,5.75392,5.2656,5.96004,4.953,4.165,4.113,3.696
HD 70573,1,1,0,0,125.7079153,1.8591088,222.06599,21.11179,59.182,16.8683,71.1659372,-51.4339,-49.1848,8.54261,8.1213,8.667,7.558,7.191,7.087,7.161
HD 70642,1,1,0,0,125.3661079,-39.7044432,257.61105,-1.67291,29.276,34.1287,302.2287869,-201.989,224.817,6.99211,6.544,7.17,5.954,5.574,5.614,5.542
HD 7199,1,1,0,0,17.6979344,-66.1886947,299.84187,-50.82328,36.1531,27.6312,165.5651571,110.513,-123.283,7.83743,7.3303,8.06,6.664,6.229,6.187,6.155
HD 72490,1,1,0,0,128.4028287,13.5507189,211.79644,28.67982,126.339,7.88723,30.0398251,25.2392,-16.2903,7.57415,7.01034,7.82,6.162,5.614,5.585,5.487
HD 72659,1,2,0,0,128.5128072,-1.5686323,226.75388,21.88046,51.8949,19.241,148.3055502,-112.548,-96.5789,7.3107,6.9024,7.46,6.358,5.982,5.983,5.933
HD 72892,1,1,0,0,128.7195554,-14.4574311,238.38719,15.19213,69.7311,14.312,193.7653771,92.2361,-170.404,8.6469,8.2015,8.83,7.606,7.216,7.085,7.137
HD 73256,1,1,0,0,129.0949961,-30.0373339,251.53692,6.45039,36.708,27.2131,193.9823698,-182.015,67.0798,7.85676,7.3697,8.08,6.719,6.264,6.252,6.254
HD 73267,1,2,0,0,129.0735123,-34.4594469,255.08557,3.79235,50.4093,19.8087,162.7198154,-106.233,123.257,8.67835,8.1769,8.9,7.493,7.062,6.878,6.982
HD 73344,1,3,0,0,129.6894456,23.6852651,201.24412,33.43766,35.26,28.3319,156.1167168,-47.3026,-148.778,6.7468,6.3687,6.89351,5.836,5.567,5.582,5.536
HD 73526,1,2,0,0,129.318331,-41.3184231,260.68043,-0.18559,97.2396,10.2551,170.3177023,-61.097,158.982,8.79682,8.331801,8.99,7.708,7.302,7.187,6.904
HD 73534,1,1,0,0,129.8153421,12.9599703,213.05304,29.69759,83.3321,11.9716,147.7382851,-114.056,-93.9033,7.95707,7.3706,8.23,6.524,5.962,5.956,5.854
HD 73583,1,2,0,0,129.6883026,-13.2565267,237.89791,16.64313,31.5666,31.6501,74.5013693,-63.8583,38.3741,9.27033,8.5925,9.67,7.649,6.948,6.85,6.723
HD 74156,1,2,0,0,130.6047813,4.5772338,221.98588,26.70482,57.603,17.3315,201.7827476,24.4743,-200.293,7.46934,7.0773,7.61,6.56,6.209,6.167,6.164
HD 7449,2,1,0,0,18.621465,-5.0479716,137.91736,-67.24673,38.662,25.8363,212.3948367,-164.483,-134.376,7.34996,6.9601,7.5,6.425,6.084,6.076,6.102
HD 74698,1,2,0,0,130.0744755,-71.8768726,286.03584,-17.86379,52.0648,19.1779,122.5392979,106.122,61.2699,7.60959,7.1754,7.78,6.603,6.23,6.197,6.145
HD 75289,2,1,0,0,131.9181715,-41.7377748,262.21007,1.08882,29.1158,34.3167,228.8658,-20.5093,-227.945,6.21047,5.828,6.35,5.346,5.012,4.917,5.047
HD 75302,1,1,0,0,132.3015641,3.4850141,223.97369,27.66991,30.3288,32.9432,160.0722578,-148.388,60.0344,7.283,6.833,7.45,6.238,5.84,5.956,5.792
HD 75784,1,2,0,0,133.0992289,13.2330548,214.28167,32.73091,85.4321,11.677,148.6797633,-119.403,-88.5923,7.5599,6.9671,7.84,6.092,5.502,5.513,5.434
HD 75898,1,2,0,0,133.4611999,33.0566885,190.96998,38.93599,78.0505,12.7836,99.3528846,-95.1258,-28.6719,7.89597,7.4952,8.03,6.925,6.662,6.611,6.692
HD 76700,1,1,0,0,133.4782248,-66.8004747,282.48954,-13.91873,60.8831,16.396,307.3738581,-282.828,120.362,7.97348,7.5109,8.16,6.911,6.5,6.477,6.519
HD 76920,1,1,0,0,133.820353,-67.2653621,282.9518,-14.09976,184.031,5.40517,35.9577868,25.2839,25.5673,7.5144,6.874,7.83,5.946,5.253,5.187,5.134
HD 77338,1,1,0,0,135.3022475,-25.5282343,251.36393,13.55156,45.935,21.741,274.5266405,39.8701,-271.616,8.40992,7.9017,8.63,7.218,6.761,6.713,6.655
HD 77946,1,1,0,0,136.777644,46.6724251,173.22633,42.2578,99.451,10.0264,79.7858444,-68.5423,-40.8379,8.85184,8.4594,8.99,7.904,7.622,7.555,7.662
HD 79181,1,1,0,0,137.9944736,-19.7474341,248.36614,19.14777,103.335,9.6499,72.6797282,-56.6848,45.4882,5.45292,4.87319,5.72,4.216,3.54,2.625,3.351
HD 7924,1,3,0,0,20.4956562,76.7101475,124.73557,13.94549,16.9922,58.8216,47.6113429,-34.6432,-32.6602,6.92516,6.3929,7.17896,5.618,5.159,5.171,5.106
HD 79498,2,1,0,0,138.7885794,23.3748792,204.70286,41.32122,48.9489,20.401,201.0612307,-127.312,-155.619,7.8859,7.4502,8.05,6.851,6.53,6.472,6.445
HD 80606,2,1,0,0,140.6569501,50.6037764,167.42908,44.31146,66.4711,15.0153,56.8807437,55.9331,10.3396,8.82008,8.3446,9.06,7.702,7.316,7.203,7.196
HD 80653,1,2,0,0,140.3390845,14.3678691,216.49965,39.62439,109.86,9.07435,36.2761417,-33.4626,-14.0076,9.30733,8.89098,9.452,8.315,8.018,7.959,7.869
HD 80869,1,1,0,0,140.7912931,33.9048294,190.98319,45.10696,85.3951,11.6821,136.2539832,70.8809,-116.366,8.33173,7.9005,8.48,7.259,6.914,6.769,6.742
HD 80883,1,1,0,0,139.9331831,-59.4780815,278.8418,-6.91046,34.6011,28.872,116.2489748,-80.1886,-84.1642,8.3618,7.8248,8.6,7.021,6.469,6.412,6.376
HD 80913,1,1,0,0,138.1021548,-81.768451,295.67668,-22.19486,61.3603,16.2682,82.7319773,-79.3192,23.5169,7.33567,6.959,7.49,6.438,6.072,6.112,6.019
HD 81040,1,1,0,0,140.9455027,20.3646078,209.36326,42.32614,34.4341,29.0122,155.5120051,-151.258,36.1248,7.55543,7.1254,7.72,6.505,6.159,6.171,6.107
HD 81688,1,1,0,0,142.1665753,45.6009241,174.22741,46.07492,85.7183,11.6388,129.7872894,-7.29697,-129.582,5.12598,4.5458,5.39755,3.799,3.056,2.213,2.968
HD 81817,1,2,0,0,144.2715659,81.3263096,130.65188,32.65294,269.126,3.71783,24.3307324,-16.7943,-17.605,3.80122,3.0334,4.26489,1.698,0.779,-1.69,0.898
HD 82886,1,1,0,0,143.9383526,34.7805902,190.02773,47.76871,127.061,7.8422,38.9689523,16.3591,-35.3689,7.38096,6.83069,7.62,5.995,5.452,5.516,5.415
HD 82943,1,2,0,0,143.7114034,-12.1302976,245.84326,28.2507,27.5902,36.2158,174.7245488,1.51276,-174.718,6.38964,5.9844,6.54993,5.509,5.105,5.186,5.134
HD 8326,1,1,0,0,20.5314418,-26.8940678,212.71679,-83.16196,30.6862,32.5591,232.3637314,-58.47,-224.887,8.47487,7.8806,8.76,7.052,6.504,6.438,6.399
HD 83443,1,2,0,0,144.2994103,-43.272721,269.59585,6.67887,40.8991,24.4215,122.1338299,21.7421,-120.183,8.0265,7.5351,8.23,6.876,6.444,6.452,6.389
HD 8535,2,1,0,0,20.9054804,-41.2701007,279.92015,-74.38858,55.4401,18.0086,90.5536093,57.6416,-69.8384,7.56066,7.183,7.7,6.735,6.354,6.321,6.31
HD 85390,1,1,0,0,147.5105663,-49.7905254,275.54618,3.18529,33.5225,29.8018,64.9824484,24.3569,-60.245,8.29462,7.761,8.54,7.012,6.491,6.483,6.531
HD 8574,1,1,0,0,21.3033807,28.5660169,131.85171,-33.72006,44.8264,22.2795,296.6402261,251.399,-157.461,6.98345,6.5977,7.12,6.048,5.784,5.78,5.735
HD 86065,1,1,0,0,148.9256674,-18.1069385,254.68749,27.86969,40.3661,24.7443,343.7497904,-326.188,108.468,9.06059,8.4743,9.36,7.65,7.086,,
HD 86081,2,1,0,0,149.0243714,-3.8083543,242.20046,37.60951,103.936,9.5928,68.8849737,-67.0014,15.9985,8.58804,8.18436,8.73,7.628,7.299,7.191,7.14
HD 86226,1,2,0,0,149.1235154,-24.0991859,259.39432,23.62895,45.683,21.8612,183.2069957,-177.111,46.8668,7.7713,7.3635,7.93,6.839,6.463,6.446,6.392
HD 86264,1,1,0,0,149.2409308,-15.8953993,253.16,29.65549,67.8107,14.7184,66.970538,-14.1584,-65.4568,7.28372,6.9375,7.41,6.505,6.224,6.13,6.189
HD 86728,1,1,0,0,150.250054,31.9218216,195.01832,52.85093,14.9202,66.9958,681.3341342,-528.807,-429.627,5.2094,4.7727,5.37988,4.267,3.821,,
HD 8673,2,1,0,0,21.5378455,34.5793389,131.00143,-27.7479,37.8619,26.3829,250.9261399,236.277,-84.4814,6.2242,5.8978,6.331,5.44,5.169,5.262,5.171
HD 86950,1,1,0,0,150.4066612,-17.3330699,255.23272,29.40593,209.839,4.7372,14.2058167,-9.43531,-10.6198,7.17997,6.56941,7.47,5.692,5.038,4.961,4.95
HD 87646,3,1,0,0,151.6695435,17.8949795,217.77244,51.02802,73.58352,13.59,78.0535573,-72.87,-27.97,7.9295,7.5049,8.07,6.897,6.536,6.493,6.506
HD 87816,1,2,0,0,151.5296524,-52.1878679,279.01783,2.83645,133.233,7.47688,58.051059,-55.719,16.2886,6.24221,5.6581,6.5,4.865,4.283,4.144,4.148
HD 87883,1,1,0,0,152.1794175,34.2419984,191.18698,54.54018,18.2912,54.6421,89.224207,-64.5653,-61.5815,7.27194,6.6898,7.56,5.839,5.314,5.363,5.262
HD 88072,1,1,0,0,152.3467466,2.371054,238.42937,44.01996,35.9098,27.8187,203.0563384,-202.943,-6.78346,7.37665,6.9496,7.55,6.376,5.997,6.001,5.989
HD 88133,1,1,0,0,152.5319349,18.1857284,217.81208,51.89768,73.6123,13.5561,265.3912437,-11.0764,-265.16,7.80979,7.3119,8.01852,6.599,6.199,6.187,6.145
HD 88986,1,1,0,0,154.1166869,28.6820708,201.08807,55.8766,33.2673,30.0307,115.9235213,-65.6924,-95.5132,6.30259,5.8706,6.46974,5.247,4.884,4.895,4.873
HD 89307,1,1,0,0,154.5874958,12.6209392,227.30349,51.39451,32.0104,31.211,275.2171319,-272.38,-39.4158,6.86817,6.4738,7.02569,5.891,5.564,5.555,5.527
HD 89345,1,1,0,0,154.6710977,10.1288464,230.80783,50.24653,132.345,7.52747,42.7843106,5.34758,-42.4488,9.21702,8.74761,9.38,8.091,7.721,7.673,7.757
HD 89744,2,1,0,0,155.5433193,41.2289354,178.39109,56.39325,38.6364,25.8537,183.3619728,-120.573,-138.144,5.60551,5.2403,5.73469,4.855,4.454,4.437,4.446
HD 89839,1,1,0,0,155.168879,-53.6640291,281.66473,2.86438,57.3063,17.4212,16.2003764,-6.48448,14.846,7.51304,7.1534,7.64,6.669,6.362,6.301,6.261
HD 90156,1,1,0,0,155.9801144,-29.645103,268.37226,23.15232,21.9496,45.5299,106.5089329,-39.0904,99.0762,6.73951,6.2924,6.92,5.685,5.245,5.266,5.206
HD 9174,1,1,0,0,22.5043352,-19.6052945,174.58567,-78.39051,81.4893,12.2429,187.3236255,34.7617,-184.07,8.22923,7.7603,8.4,7.134,6.744,6.69,6.692
HD 92788,1,2,0,0,160.7021351,-2.1847173,251.20809,47.35154,34.6538,28.8281,223.7420083,-15.1279,-223.23,7.13929,6.6934,7.31637,6.131,5.721,5.7,5.73
HD 93083,1,2,0,0,161.0866672,-33.5776794,274.64523,22.22073,28.5159,35.0393,178.2516947,-92.7214,-152.238,8.04206,7.4721,8.3,6.694,6.132,6.1,6.051
HD 93351,1,2,0,0,161.6779279,-1.6885763,251.73609,48.38682,56.163,17.7765,167.5572061,88.0539,-142.555,8.94652,8.4648,9.12,7.727,7.29,7.107,7.208
HD 93385,1,3,0,0,161.5627065,-41.464604,279.10045,15.54215,43.3475,23.0405,72.9251512,-48.1974,-54.7274,7.33769,6.9359,7.49,6.405,6.065,5.993,6.033
HD 93963,2,2,0,0,162.7766969,25.641065,209.2072,63.07361,82.3432,12.1158,95.6975971,-92.8386,-23.2169,9.03376,8.6259,9.182,8.108,7.776,7.68,7.549
HD 9446,1,2,0,0,23.3350424,29.2649187,133.79881,-32.7211,50.3503,19.8336,197.6688722,190.249,-53.6498,8.2095,7.7764,8.35,7.207,6.851,6.831,6.745
HD 94771,1,1,0,0,163.9746776,-35.1145225,277.70079,22.03395,57.7807,17.278,48.355817,-26.0306,-40.7516,7.17929,6.71,7.37,6.073,5.632,5.648,5.6
HD 94834,1,1,0,0,164.3126363,24.1429374,213.12817,64.14605,98.1609,10.1591,80.5908192,-72.0557,36.0951,7.30241,6.7033,7.6,5.818,5.2,5.129,5.177
HD 94890,1,2,0,0,164.1797804,-37.1383035,278.85603,20.31268,61.7012,16.1823,145.5755299,74.3031,-125.185,4.32647,3.7334,4.6,2.821,2.228,,
HD 95086,1,1,0,0,164.2621032,-68.6672917,292.80268,-8.07541,86.2279,11.5684,43.0516439,-41.1358,12.7,7.30915,7.1448,7.36,6.906,6.789,6.717,5.475
HD 95089,1,2,0,0,164.698748,1.7290087,251.41253,52.9432,136.957,7.27501,59.7403853,-35.7317,-47.8765,7.66056,7.08001,7.92,6.24,5.626,5.607,5.552
HD 95127,1,1,0,0,164.8961152,43.8144094,169.03752,61.9958,676.579,1.4498,18.8492132,-14.104,-12.5048,7.72111,6.9896,8.15,5.855,5.022,4.922,4.909
HD 95338,1,1,0,0,164.8563364,-56.6235564,287.94231,2.95274,36.9941,27.0025,433.727355,-416.88,-119.71,8.38213,7.8436,8.62,7.099,6.591,6.553,6.601
HD 95544,1,1,0,0,166.3231784,81.0389868,127.80884,35.06048,87.8049,11.36,218.7142993,-213.861,-45.8194,8.210671,7.7629,8.39,7.139,6.771,6.745,6.733
HD 95872,1,1,0,0,165.8658796,-22.0943303,272.33533,34.28324,72.2195,13.8178,263.0130374,-250.469,-80.2567,9.65278,9.1218,9.955,8.406,7.956,7.845,8.171
HD 96063,1,1,0,0,166.1853484,-2.5132966,257.77864,50.76062,140.065,7.11161,33.3525129,27.9503,-18.1981,7.96991,7.42073,8.21,6.607,6.05,6.038,6.043
HD 96127,1,1,0,0,166.441502,44.30155,166.96554,62.73556,587.659,1.67387,8.2650277,8.02459,-1.97905,6.88245,6.0759,7.40521,4.887,3.911,3.853,3.762
HD 96167,2,1,0,0,166.3125657,-10.291345,264.80833,44.57834,85.3006,11.6947,51.3795694,-50.4944,-9.49609,7.92849,7.4865,8.09,6.926,6.554,6.491,6.547
HD 96700,1,3,0,0,166.9742616,-30.1751383,277.73064,27.58074,25.4111,39.3239,522.5063935,-505.444,-132.436,6.35547,5.9398,6.51,5.396,4.995,,
HD 96992,1,1,0,0,167.5966158,43.9189897,166.75662,63.64403,396.082,2.49896,39.2648414,-39.1981,2.28839,8.27377,7.6523,8.57,6.662,6.015,6.017,5.921
HD 97037,1,1,0,0,167.5545621,-7.3901483,263.92264,47.66804,32.413,30.823,294.911054,-238.512,-173.449,6.64346,6.2294,6.81828,5.65,5.271,,
HD 97048,1,1,0,0,167.0133422,-77.654853,297.36997,-15.91403,183.857,5.41052,22.4754068,-22.4375,1.3048,8.33867,8.0744,8.44,7.267,5.941,4.474,-1.32
HD 97658,1,1,0,0,168.6376584,25.7105962,211.16108,68.29493,21.5618,46.3494,118.0319107,-107.534,48.6618,7.5136,6.9859,7.76,6.203,5.734,5.812,5.642
HD 98219,1,1,0,0,169.4475218,-23.975488,276.91998,34.12242,113.704,8.76617,131.8558443,-130.77,-16.887,7.79079,7.21716,8.05,6.42,5.813,5.725,5.736
HD 98649,1,1,0,0,170.2147665,-23.2181063,277.3048,35.10611,42.1727,23.6832,267.5982585,-199.885,-177.918,7.82889,7.3901,8,6.811,6.419,6.39,6.288
HD 98736,2,1,0,0,170.4549045,18.1896082,231.64806,67.52286,32.4459,30.7918,177.9208865,-151.997,-92.4811,7.75446,7.2374,7.93,6.486,6.028,6.253,6.102
HD 99109,1,1,0,0,171.0715576,-1.529761,263.23816,54.48302,54.7901,18.2228,239.7552007,-178.777,-159.754,8.86823,8.345,9.1,7.626,7.162,6.989,7.236
HD 99283,1,1,0,0,171.4874082,55.8506653,145.25709,57.416,111.093,8.97309,86.4029026,-71.7585,48.1267,5.46403,4.8793,5.72916,4.247,3.568,2.647,3.317
HD 99492,2,2,0,0,171.689687,3.0071331,259.27385,58.5071,18.2038,54.9057,752.2828201,-728.277,188.526,7.26005,6.6584,7.56727,5.852,5.256,5.294,5.164
HD 99706,1,2,0,0,172.1261621,43.9662025,162.26717,66.29729,146.6,6.79293,98.5793788,45.4061,-87.4996,7.37747,6.79147,7.65,5.918,5.335,5.23,5.28
HIP 103768,1,1,0,0,315.4141767,-32.5250028,12.01411,-40.46332,20.5121,48.7229,274.8058078,246.31,-121.859,8.8377,8.0848,9.37,6.984,6.221,,
HIP 104436,1,1,0,0,317.3445632,-82.0274926,310.63182,-31.43071,24.3056,41.1139,269.7829853,264.004,-55.5405,6.817,6.3946,6.98,5.816,5.425,5.536,5.372
HIP 105854,1,1,0,0,321.5962275,-37.8294782,5.44967,-46.01534,78.6381,12.6896,168.619563,168.273,-10.8053,5.28614,4.6293,5.64,3.813,2.994,2.17,2.912
HIP 107772,1,1,0,0,327.4977057,-41.2440371,0.05347,-50.42638,23.6434,42.2662,337.8069155,-244.817,232.762,9.93207,9.0985,10.56,7.936,7.139,6.953,6.871
HIP 107773,1,1,0,0,327.5005089,-64.7126993,327.40195,-42.79818,105.18,9.47957,37.4498026,-0.703198,-37.4432,5.36073,4.7746,5.62,3.942,3.292,3.294,3.251
HIP 109384,1,1,0,0,332.408972,71.313956,110.64326,12.4137,58.9582,16.9323,249.4527161,233.675,-87.3078,9.387981,8.8726,9.61,8.157,7.652,7.594,7.555
HIP 109600,2,1,0,0,333.027079,29.0662082,85.7629,-22.07634,66.3361,15.046,228.1114695,208.654,92.1865,9.003861,8.539,9.18,7.881,7.499,7.407,7.461
HIP 111909,1,2,0,0,340.0304354,-49.5985391,342.22513,-56.29983,88.077,11.3254,100.2984119,77.6466,-63.4884,7.09697,6.5018,7.37,5.65,5.024,4.942,4.938
HIP 113103,1,2,0,0,343.5723794,-43.0102291,351.44971,-61.47915,46.2122,21.6104,27.6376021,2.01157,27.5643,9.61752,8.9988,9.95,8.195,7.557,7.398,7.395
HIP 114933,1,1,0,0,349.2071949,-21.2033101,43.16408,-67.66194,101.766,9.7979,53.8560873,19.7486,-50.1046,6.97658,6.38206,7.25,5.564,4.907,4.902,4.769
HIP 116454,2,1,0,0,353.9543517,0.4447043,86.45885,-56.97306,62.4491,15.9843,299.043235,-232.909,-187.564,9.93208,9.3742,10.19,8.604,8.029,7.996,7.878
HIP 12961,1,1,0,0,41.6800749,-23.0860048,210.53871,-63.65019,23.371,42.7591,326.883283,294.923,140.972,9.59893,8.7514,10.25,7.558,6.736,6.639,6.476
HIP 13642 A,1,2,0,0,43.9140248,26.8723829,154.43765,-28.29389,22.5243,44.3676,327.6550874,264.469,-193.427,7.33209,6.7799,7.518,5.95,5.427,,
HIP 14810,1,3,0,0,47.809275,21.0971302,161.55108,-31.09476,50.48,19.781,53.2887182,-3.78398,-53.1542,8.33307,7.8638,8.520001,7.202,6.828,6.852,6.755
HIP 15799,2,1,0,0,50.8972464,-40.0762325,245.24126,-56.09164,18.23817,54.8301,65.667873,52.6073,39.3032,,6.081,6.9,5.333,4.767,4.719,4.62
HIP 18606,1,1,0,0,59.7181058,-5.4706979,195.68213,-40.48693,47.0288,21.2353,180.5024042,-46.7396,-174.346,5.56374,4.9762,5.83308,4.248,3.604,3.551,3.491
HIP 19976,2,1,0,0,64.2597881,-40.7985198,244.68607,-45.91141,40.2707,24.803,257.5796446,243.884,82.8726,9.88841,9.1498,10.48,8.109,7.381,7.311,7.407
HIP 21152,2,1,0,0,68.0205209,5.4100745,190.1461,-27.59176,43.4073,23.009,112.7599195,112.505,7.57789,6.25568,5.9557,6.37009,5.593,5.333,5.355,5.338
HIP 34222,1,1,0,0,106.4257786,27.4704132,189.41356,15.03799,22.8386,43.7567,108.589223,-48.793,-97.0096,9.57701,8.7641,10.14,7.596,6.781,6.694,6.655
HIP 35173,1,1,0,0,109.0449329,-3.6661273,219.02671,3.81532,33.1562,30.1315,116.6710908,105.084,-50.6902,8.70829,8.1003,9.01,7.263,6.674,6.614,6.703
HIP 35965,1,1,0,0,111.2025182,-51.3257507,262.90636,-15.97961,50.1677,19.9042,433.4471211,183.627,392.629,9.88264,9.2756,10.18,8.371,7.71,,
HIP 38594,2,2,0,0,118.5439118,-25.3023073,242.4005,1.29682,17.7886,56.1868,361.8202191,-300.905,200.923,9.08528,8.17832,9.75,7.021,6.169,6.103,6.001
HIP 39017,1,1,0,0,119.7665756,-4.3326006,224.74088,12.92289,66.3217,15.0493,52.1902863,30.1022,-42.6343,6.90458,6.6877,6.96076,6.361,6.227,6.192,6.058
HIP 41378,1,6,0,0,126.6158279,10.0803708,214.5263,25.64577,106.289,9.37994,48.1425366,-48.1425,0.059352,8.80998,8.4642,8.93,7.982,7.722,7.662,7.86
HIP 4845,1,1,0,0,15.5881733,-10.4246208,132.20025,-73.09965,21.0974,47.3703,178.7226405,25.9614,-176.827,9.37826,8.547401,10.06,7.417,6.533,6.461,6.292
HIP 48714,1,1,0,0,149.0332672,62.7859505,149.22209,44.35805,10.5298,94.9397,658.0514896,-304.046,-583.599,8.22861,7.26012,8.99,6.03,5.2,5.119,4.96
HIP 5158,1,2,0,0,16.5094891,-22.4536134,159.04576,-84.27097,51.6026,19.35,230.1580182,203.899,-106.761,9.80235,9.1605,10.16,8.28,7.669,7.56,7.758
HIP 54373,1,2,0,0,166.8643532,-19.2916857,271.64987,37.18456,18.7168,53.3991,239.4759005,-235.019,-45.9867,9.64076,8.67362,10.38,7.449,6.62,6.515,6.259
HIP 54515,1,1,0,0,167.3066308,-1.3332838,257.98193,52.38305,82.8101,12.0472,65.7752607,-65.5217,-5.7699,6.76889,6.6653,6.807,6.51,6.422,6.403,6.443
HIP 54597,1,1,0,0,167.6082179,-29.4143018,277.9167,28.50517,39.7429,25.1329,75.57022,-9.94789,-74.9126,9.4828,8.8392,9.83,7.922,7.276,7.123,7.295
HIP 55507,1,1,0,0,170.5227246,46.907803,158.59822,63.55725,25.4893,39.2032,239.2054424,-197.555,-134.875,9.26803,8.4919,9.8,7.367,6.613,6.544,6.494
HIP 56640,1,1,0,0,174.2008941,-37.0391349,286.76567,23.47854,122.324,8.14632,27.9921051,23.8461,-14.6602,7.64993,7.0326,7.94,6.133,5.493,5.399,5.46
HIP 56998,1,2,0,0,175.2563039,-44.4041485,289.89696,16.67814,12.7781,78.2299,703.2913273,-660.418,241.799,7.38399,6.7213,7.77,5.792,5.101,,
HIP 57274,1,3,0,0,176.1705487,30.9576484,194.2528,74.93234,25.8618,38.6381,382.6666017,-27.069,-381.708,8.57069,7.9003,8.97,6.958,6.286,6.222,6.208
HIP 5763,1,1,0,0,18.495343,16.4942738,130.72775,-46.03596,31.9043,31.3148,59.3401652,14.4353,-57.5576,9.39022,8.6614,9.82,7.567,6.909,6.859,6.853
HIP 5957,1,2,0,0,19.1660378,25.3310358,130.09141,-37.18978,23.9718,41.6867,441.1912779,429.063,-102.736,9.47126,8.6452,10.1,7.464,6.656,,
HIP 62039,1,1,0,0,190.7462412,-4.0501059,298.86551,58.75489,45.0858,22.1511,283.5606185,-219.365,-179.682,7.66105,7.2196,7.83,6.58,6.2,,
HIP 63242,1,1,0,0,194.3824825,-65.6463263,303.56064,-2.78202,156.456,6.3628,72.568005,-65.4858,31.2686,6.56453,5.9463,6.86,5.045,4.406,4.29,4.281
HIP 64797 A,1,2,0,0,199.2155793,17.0160384,334.41024,78.30331,10.9816,91.0325,688.8917765,636.031,-264.644,6.28558,5.7168,6.50066,4.901,4.381,,
HIP 65,2,1,0,0,0.1856063,-54.8308228,317.9426,-60.79535,61.7856,16.156,215.0550558,-202.815,-71.5175,10.5895,9.9005,11,8.922,8.29,8.121,8.123
HIP 65407,1,2,0,0,201.087663,48.8847322,108.79873,67.33047,61.7804,16.1574,85.5763599,0.101217,-85.5763,9.15101,8.6487,9.38,7.963,7.578,7.425,7.439
