hostname,hostid,sy_name,hd_name,hip_name,tic_id,gaia_dr3_id,st_spectype,st_teff,st_rad,st_mass,st_lum,st_dens,st_logg,st_age,st_met,st_metratio,st_radv,st_rotp,st_vsin,st_log_rhk
AF Lep,2.55213,AF Lep,HD 35850,HIP 25486,TIC 94945758,Gaia DR3 3009908378049913216,F8,6140,1.25,1.218,0.29,1.454151,4.4,0.024,0.19,[Fe/H],22.8,0.966,54.7,-4.27
AT2021ueyL,2.579902,AT2021ueyL,,,,,M V,3680,,0.49,,,,,,,,,,
AU Mic,2.58796,AU Mic,HD 197481,HIP 102409,TIC 441420236,Gaia DR3 6794047652729201024,M1 V,3678,0.744,0.51,-1.0381,1.75,4.404,0.0201,0.23,[Fe/H],-6.31031,4.8367,8.5,
AU Mic,2.58796,AU Mic,HD 197481,HIP 102409,TIC 441420236,Gaia DR3 6794047652729201024,M1 V,3540,0.862,0.635,-0.97757,1.75,4.37,0.019,0.01,[Fe/H],-6.31031,4.86,9.2,
AU Mic,2.58796,AU Mic,HD 197481,HIP 102409,TIC 441420236,Gaia DR3 6794047652729201024,M1 V,3665,0.82,0.6,-0.99,1.75,4.52,0.0185,0.12,[M/H],-6.31031,4.856,8.5,
BD+03 2562,2.103874,BD+03 2562,,,TIC 366659915,Gaia DR3 3895649725336884736,,4095,32.35,1.14,2.7,,1.89,5.2,-0.71,[Fe/H],50.88,,2.7,
BD+05 4868 A,2.579839,BD+05 4868,,HIP 107587,TIC 466376085,Gaia DR3 2700378125204437760,K V,4596,0.69,0.7,-0.7167,2.994175,4.6,11.1,-0.05,[Fe/H],-25.6,,3,
BD+14 4559,2.58847,BD+14 4559,,HIP 104780,TIC 230183006,Gaia DR3 1759623813132980864,K2 V,4864,0.86,0.49,-0.32,1.731126,4.26,,0.17,[Fe/H],-44.29984,,2.5,
BD+15 2375,2.103793,BD+15 2375,,,TIC 82604982,Gaia DR3 3924009634910406912,G5,4649,8.95,1.08,1.57,,2.61,7.41,-0.22,[Fe/H],-9.646,,2.5,
BD+15 2940,2.57673,BD+15 2940,,HIP 78407,TIC 393702609,Gaia DR3 1193071962699902336,K0,4796,14.7,1.1,2.01,,2.8,7.1,0.28,[Fe/H],36.70752,,2.3,
BD+20 2457,2.103450,BD+20 2457,,,TIC 95359428,Gaia DR3 625137162857354880,K2 II,4137,49,2.8,3.17,,1.51,,-1,[Fe/H],145.7685,,2.5,
BD+20 274,2.103658,BD+20 274,,,TIC 60923874,Gaia DR3 96530596864007552,K5 III,4296,17.3,0.8,1.96,,1.99,,-0.46,[Fe/H],8.38657,,2,
BD+20 594,2.143818,BD+20 594,,,TIC 26123781,Gaia DR3 58200934326315136,G,5766,1.08,1.67,-0.05552,1.89,4.5,3.34,-0.15,[Fe/H],-20.33638,,3.3,
BD+37 3172,2.580029,BD+37 3172,,,TIC 289572819,Gaia DR3 2096350069476310016,,4500,50.24,3.75,2.84,,1.5,,-0.03,[Fe/H],,1406,1.8,
BD+42 2315,2.580030,BD+42 2315,,,TIC 376689863,Gaia DR3 1534760078795225728,,4500,17.85,1.38,1.99,,2,,-0.2,[Fe/H],,414,2.2,
BD+45 564,2.572918,BD+45 564,,,TIC 292607437,Gaia DR3 353030751066772480,K1,5004,0.813064,0.81,-0.39918,2.229513,4.22,,-0.09,[Fe/H],-6.817,,2,
BD+48 738,2.103525,BD+48 738,,,TIC 302069358,Gaia DR3 438899345022759424,K0 III,4414,11,0.74,1.69,,2.24,,-0.2,[Fe/H],-5.80595,,1,
BD+48 740,2.54445,BD+48 740,,HIP 12684,TIC 302070274,Gaia DR3 438444868763388800,K3 III,4534,10.33,1.09,1.64,,2.48,,-0.13,[Fe/H],-45.9325,746,0.7,
BD+49 828,2.103756,BD+49 828,,,TIC 116376059,Gaia DR3 439327501725338752,K0,4943,7.6,1.52,1.47,,2.85,2.34,-0.19,[Fe/H],3.61352,,1.7,
BD+55 362,2.572919,BD+55 362,,,TIC 453226076,Gaia DR3 412783469966211456,K3,5012,0.896193,0.909,-0.31295,1.664864,4.09,,0.18,[Fe/H],-25.647,,2,
BD+60 1417,2.573006,BD+60 1417,,,TIC 159527171,Gaia DR3 1579929906250111232,K0,4993,0.797,1,0.35595,2.308746,4.5539,0.1,,,-10.15,7.5,11,
BD+63 1405,2.572920,BD+63 1405,,HIP 88617,TIC 233075841,Gaia DR3 2160951157908163968,K0,5000,0.804724,0.816,-0.41295,2.299554,4.2,,-0.09,[Fe/H],-15.33,,2.1,
BD-06 1339,2.55266,BD-06 1339,,HIP 27803,TIC 66914642,Gaia DR3 3022099969137163904,K7/M0 V,4324,0.686355,0.7,-1.022,2.747004,4.74,4.4,-0.14,[Fe/H],23.625,,0.57,
BD-08 2823,2.56047,BD-08 2823,,HIP 49067,TIC 33355302,Gaia DR3 3770419611540574080,K3 V,4746,0.71,0.74,-0.62597,3.318012,4.13,4.5,-0.07,[Fe/H],53.345,,1.4,
BD-08 2823,2.56047,BD-08 2823,,HIP 49067,TIC 33355302,Gaia DR3 3770419611540574080,K3 V,4816,0.71,0.5,-0.62597,3.318012,4.43,4.5,-0.06,[Fe/H],53.345,,1.4,
BD-10 3166,2.103388,BD-10 3166,,,TIC 148563075,Gaia DR3 3758629479636689536,K0 V,5393,0.91,1.47,-0.1912,1.532763,4.69,0.25,0.38,[Fe/H],26.4,,0.92,
BD-11 4672,2.58438,BD-11 4672,,HIP 90979,TIC 217831699,Gaia DR3 4154598526336121600,K7V,4550,0.639,0.651,-0.8041,3.53,4.642,7.4,-0.35,[Fe/H],-87.3,25,1,
BD-13 2130,2.103409,BD-13 2130,,,TIC 288474555,Gaia DR3 3030262468592291072,G5 IV/V,4545,19.17,2.12,2.04268,,2.2,0.74,-0.08,[Fe/H],18.313,,,
BD-14 3065 A,2.577404,BD-14 3065,,,TIC 293607057,Gaia DR3 3751877374435102720,,6935,2.35,1.41,1.06,0.223,3.85,2.24,-0.34,[Fe/H],,4.3,22,
BD-17 63,2.53990,BD-17 63,,HIP 2247,TIC 75377076,Gaia DR3 2367734656180397952,K5 V,4714,0.74,0.741,-0.678,2.758438,4.26,4.3,-0.03,[Fe/H],3.40134,,1.5,
BD-210397,2.54382,BD-210397,,HIP 10337,TIC 268804174,Gaia DR3 5124636303346779008,K7 V,4051,0.747,0.69,-0.86967,2.238973,4.67,4,0.12,[Fe/H],,,3.2,-4.43
BD-210397,2.54382,BD-210397,,HIP 10337,TIC 268804174,Gaia DR3 5124636303346779008,K7 V,4051,0.747,0.679,-0.86967,2.238973,4.67,6.2,0.12,[Fe/H],,,1,-4.43
BEBOP-3,2.579997,BEBOP-3,,,TIC 289949453,Gaia DR3 1141769093744241536,,6033,1.414,1.083,0.38321,0.559791,4.203,,-0.02,[Fe/H],,,2,
BEBOP-4 A,2.574660,BEBOP-4,HD 111605,,TIC 356710041,Gaia DR3 3961485079994112896,G3 V,5701.43,2.75645,1.507,0.85933,0.068662,3.56597,,0.2615,[M/H],5.2775,,,
Barnard's star,2.58355,Barnard's star,,HIP 87937,TIC 325554331,Gaia DR3 4472832130942575872,M3.5-4 V,3195,0.185,0.162,-2.44977,31.638194,4.9,,-0.56,[Fe/H],-110.5,142,,-5.8
CD Cet,2.572990,CD Cet,,,TIC 328465904,Gaia DR3 3179036008830848,M5.0 V,3130,0.175,0.161,-2.53254,30.358777,4.93,3,0.13,[Fe/H],,126.2,2,-5.16
CD-35 2722,2.580150,CD-35 2722,,,TIC 201426753,Gaia DR3 2885863400349980288,M1 V,3689,0.558549,0.4,-1.26481,4.473139,4.24,0.1,-0.16,[m/H],32.28,,11.95,
CFBDSIR J145829+101343,2.103693,CFBDSIR J145829+101343,,,,,,580.5,,0.021,,,4.725,,,,,,,
CFHTWIR-Oph 98 A,2.572913,CFHTWIR-Oph 98,,,TIC 175744063,,M9-L1,2320,0.245,0.0147,-2.85,,3.845,0.003,,,,,,
CHXR 73,2.103692,CHXR 73,,,TIC 454291479,Gaia DR3 5201175987817179136,M3.5,3099,,0.35,,,,0.002,,,,,,
CI Tau,2.353682,CI Tau,,,TIC 61230756,Gaia DR3 145203159127518336,K7,3807,1.880857,0.9,-0.25458,,,0.0025,,,18,,,
COCONUTS-2 A,2.572963,COCONUTS-2,,,TIC 272232401,Gaia DR3 5213167330349528064,M3 V,3552,0.366,0.4,-1.719,9.138945,4.91,0.414,0,[Fe/H],,2.83,,
CT Cha,2.103444,CT Cha,,,TIC 454259409,Gaia DR3 5201360671411974912,K5e,4403,1.679694,,-0.10177,,3.66,0.002,-0.56,[Fe/H],,,13.97,
CWISEP J193518.59-154620.3,2.580266,CWISEP J193518.59-154620.3,,,,,Y,,,0.024,,,,5.5,,,,,,
CoRoT-1,2.103405,CoRoT-1,,,TIC 36352297,Gaia DR3 3105507886130792448,G0 V,5950,1.11,0.95,0.29793,0.93,4.25,1.6,-0.3,[M/H],23.354,,5.2,
CoRoT-10,2.103474,CoRoT-10,,,TIC 405010127,Gaia DR3 4263752921128319616,K1 V,5075,0.79,0.89,-0.72608,3.32,4.65,3,0.26,[Fe/H],15.33,,2,
CoRoT-11,2.103475,CoRoT-11,,,TIC 110178537,Gaia DR3 4285511294172309504,F6 V,6440,1.37,1.27,0.37753,0.69,4.22,2,-0.03,[Fe/H],-1.342,,40,
CoRoT-12,2.103476,CoRoT-12,,,TIC 280210963,Gaia DR3 3107255598526406912,,5675,1.116,1.078,0.07,1.08,4.375,6.3,0.16,[Fe/H],,,1,
CoRoT-13,2.103477,CoRoT-13,,,TIC 281909674,Gaia DR3 3101974231859723776,G0 V,5945,1.01,1.09,0.07314,1.468,4.46,1.635,0.01,[Fe/H],22.4536,,4,
CoRoT-14,2.103478,CoRoT-14,,,TIC 282706928,Gaia DR3 3101145195794755072,F9 V,6035,1.21,1.13,0.11884,0.91,4.35,4.2,0.05,[Fe/H],,,9,
CoRoT-16,2.103641,CoRoT-16,,,TIC 218299481,Gaia DR3 4256135160951556480,G5 V,5650,1.19,1.098,-0.43496,0.93,4.36,6.73,0.19,[M/H],,,1,
CoRoT-17,2.103520,CoRoT-17,,,TIC 218299312,Gaia DR3 4255957040079935488,G2 V,5740,1.59,1.04,0.13421,0.32,4.4,10.7,0,[Fe/H],54.77,,4.5,
CoRoT-18,2.103521,CoRoT-18,,,TIC 37168957,Gaia DR3 3120058170178779392,G9 V,5440,1,0.95,-0.17,1.35,4.4,0.6,-0.1,[Fe/H],29.55,5.4,8,
CoRoT-19,2.103522,CoRoT-19,,,TIC 42821097,Gaia DR3 3120002649138831360,F9 V,6090,1.65,1.21,0.544,0.38,4.07,5,-0.02,[Fe/H],24.16,,6,
CoRoT-2,2.103416,CoRoT-2,,,TIC 391958006,Gaia DR3 4287820848378092672,,5625,0.906,0.96,-0.13055,1.814,4.53,2.7,0.04,[Fe/H],23.245,4.522,10.87,
CoRoT-20,2.103526,CoRoT-20,,,TIC 234825296,Gaia DR3 3120122805143587328,G2 V,5880,1.02,1.14,0.17,1.51,4.35,0.1,0.14,,60.623,,4.5,
CoRoT-21,2.103949,CoRoT-21,,,TIC 280420719,Gaia DR3 3107471240236703104,F8 IV,6200,1.95,1.29,0.705,0.255,3.7,4.1,0,[Fe/H],101,,11,
CoRoT-22,2.103743,CoRoT-22,,,TIC 323094535,Gaia DR3 4285572454508522496,G3 V,5939,1.136,1.099,0.01352,1.027,4.361,3.3,0.17,[Fe/H],,,4,
CoRoT-23,2.103530,CoRoT-23,,,TIC 108155949,Gaia DR3 4283597937777249408,G0 V,5900,1.61,1.14,0.08678,0.5,4.3,7.2,0.05,[Fe/H],-35.182,,9,
CoRoT-24,2.103738,CoRoT-24,,,TIC 36105482,Gaia DR3 3105404467618982272,K1 V,4950,0.86,0.91,-0.60148,1.948634,4.55,11,0.3,[Fe/H],51.37,,2,
CoRoT-25,2.103730,CoRoT-25,,,TIC 130038122,Gaia DR3 4285689616891369600,F9,6040,1.19,1.09,0.14101,0.646373,4.31,4.5,-0.01,[Fe/H],-15.416,,4.3,
CoRoT-26,2.103731,CoRoT-26,,,TIC 322388624,Gaia DR3 4286437357841760000,G5,5590,1.79,1.09,0.451,,3.99,8.6,0.01,[Fe/H],15.514,,2,
CoRoT-27,2.103712,CoRoT-27,,,TIC 416136788,Gaia DR3 4284721191974346752,G2,5900,1.08,1.05,-0.16641,1.24,4.4,4.21,-0.1,[M/H],-4.086,,4,
CoRoT-28,2.103762,CoRoT-28,,,TIC 106352250,Gaia DR3 4284680029006075648,G8/9 IV,5150,1.78,1.01,0.38849,0.27,3.6,12,0.15,[Fe/H],,,3,
CoRoT-29,2.103763,CoRoT-29,,,TIC 370736259,Gaia DR3 4285073581136130560,K0 V,5260,0.9,0.97,-0.09414,1.825,4.3,4.5,0.2,[Fe/H],,,3.5,
CoRoT-3,2.103438,CoRoT-3,,,TIC 392353449,Gaia DR3 4263427117767106816,F3 V,6740,1.56,1.37,0.39086,0.431,4.22,2.2,0.14,[Fe/H],-56.162,,17,
CoRoT-30,2.104393,CoRoT-30,,,TIC 320636129,Gaia DR3 4477300378701511296,G3 V,5650,0.91,0.98,-0.19653,1.541617,4.4,3,0.02,[Fe/H],-34.931,,4.3,
CoRoT-31,2.104394,CoRoT-31,,,TIC 250595183,Gaia DR3 3020494716521521152,G2 IV,5700,2.15,1.25,0.39778,0.151797,3.85,4.7,0,[Fe/H],18.604,,2.8,
CoRoT-32,2.103883,CoRoT-32,,,TIC 220323515,Gaia DR3 3326541506073371776,G0 VI,5970,0.79,1.08,-0.1549,1.57283,4.67,,0,[Fe/H],,,3.2,
CoRoT-35,2.573095,CoRoT-35,,,TIC 161062394,Gaia DR3 4213081309275729792,F6 V,6390,1.65,1.01,0.36247,0.447163,4.01,6.1,-0.5,[Fe/H],,,8.8,
CoRoT-36,2.573096,CoRoT-36,,,TIC 405004589,Gaia DR3 4477340334766250496,F3 V,6730,1.52,1.32,0.81257,0.237322,4.16,2.1,-0.1,[Fe/H],,,25.6,
CoRoT-4,2.103439,CoRoT-4,,,TIC 36440357,Gaia DR3 3113201890547554432,,6190,1.17,1.16,0.18482,1.11,4.41,1,0.05,,32.301,8.9,6.4,
CoRoT-5,2.103440,CoRoT-5,,,TIC 234112540,Gaia DR3 3125611120515388800,F9 V,6100,1.186,1,0.18,1.01,4.19,6.9,-0.25,[M/H],,,1,
CoRoT-6,2.103448,CoRoT-6,,,TIC 130502317,Gaia DR3 4285684673395749120,F9 V,6090,1.025,1.05,0.02573,1.31,4.43,2.5,-0.2,[Fe/H],-18.243,6.4,7.6,
CoRoT-7,2.103447,CoRoT-7,,,TIC 280304863,Gaia DR3 3107267177757848576,G9 V,5250,0.8389,0.915,-0.28938,2.354,4.573,1.8,0.12,[Fe/H],31.174,,3.5,
CoRoT-7,2.103447,CoRoT-7,,,TIC 280304863,Gaia DR3 3107267177757848576,G9 V,5275,0.83,0.82,-0.28938,2,4.5,1.8,0.05,[Fe/H],31.174,,3.5,
CoRoT-7,2.103447,CoRoT-7,,,TIC 280304863,Gaia DR3 3107267177757848576,G9 V,5256,0.864273,0.899,-0.28938,1.96324,4.51853,1.8,0.06,[M/H],31.174,,3.5,
CoRoT-8,2.103472,CoRoT-8,,,TIC 391880567,Gaia DR3 4287832775526476800,K1 V,5080,0.77,0.88,-0.4,2.7,4.58,3,0.3,[M/H],-37.468,,2,
CoRoT-9,2.103460,CoRoT-9,,,TIC 130162252,Gaia DR3 4285571629874670080,G3 V,5625,0.96,0.96,-0.25426,1.51,4.54,6,-0.01,[Fe/H],19.815,,3.5,
DE CVn,2.103996,DE CVn,,,TIC 446175401,Gaia DR3 1550299304833675392,,3579,0.424754,0.51,-1.57398,7.710664,4.80413,,,,,,,
DENIS-P J082303.1-491201,2.103691,DENIS-P J082303.1-491201,,,TIC 388682292,Gaia DR3 5514929155583865216,L1.5,,,0.075,,,,1,,,,,,
DH Tau,2.103640,DH Tau,,,TIC 268148971,Gaia DR3 151374202498079872,M0.5,4371,0.27,0.33,-0.21153,0.377052,4.00103,0.001,,,,,,
DMPP-1,2.55255,DMPP-1,HD 38677,HIP 27305,TIC 66560666,Gaia DR3 3011005587574818432,F8 V,6196,1.26,1.21,0.31955,0.812806,4.41,2.01,,,28.6606,,3.41,
DMPP-2,2.54340,DMPP-2,HD 11231,HIP 8501,TIC 32432767,Gaia DR3 5017319806652067072,F5 V,6500,1.78,1.41,0.1038,0.243543,4.1,2,,,7.5442,,5.1,
DMPP-3 A,2.55295,DMPP-3,HD 42936,HIP 28941,TIC 141765836,,K0 V,5138,0.91,0.9,-0.29513,1.642645,4.46049,10.9,0.18,[Fe/H],-0.6673,21.8,1.97,
DMPP-4,2.58656,DMPP-4,HD 184960,HIP 96258,TIC 26884478,Gaia DR3 2136027771930903808,F5-F8 V,6400,1.38,1.25,0.45939,0.640759,4.24,2.15,-0.007,[Fe/H],0.6,,7.5,-5.24
DMPP-6,2.580230,DMPP-6,HD 67200,HIP 39242,TIC 306668068,Gaia DR3 5270480576538756352,,6182.09,1.27,1.079,0.31544,0.844767,4.31374,,0.32,[M/H],15.0443,19.2,2.4,
DMPP-7,2.580231,DMPP-7,HD 118006,HIP 66197,TIC 365158631,Gaia DR3 3663051957490779264,G1 V,5996.82,1.53949,1.09,0.44113,0.426973,4.17,3.87,,,-36.65021,19.8,3.04,
DMPP-8,2.580232,DMPP-8,HD 191122,HIP 100359,TIC 318042295,Gaia DR3 6349054822860923008,,6009,1.24,0.99,0.23219,0.893434,4.32111,,,,12.53429,24.2,2.13,
DMPP-9,2.580233,DMPP-9,HD 200133,HIP 104083,TIC 376777782,Gaia DR3 6401028668786744960,,6092,1.26,1.1,0.32741,0.717071,4.2613,,,,11.64912,16.2,3.22,
DP Leo,2.103457,DP Leo,,,TIC 903484062,Gaia DR3 3971777500966832384,,13500,0.0115,0.69,-2.4,,,,,,,,,
DS Tuc A,2.62401,DS Tuc,HD 222259 A,HIP 116748 A,TIC 410214986,Gaia DR3 6387058411482257536,G6 V,5428,0.964,1.01,-0.13966,2.4,4.6,0.045,0,,8.05,2.85,17.8,-4.09
EPIC 201170410,2.62547,EPIC 201170410,,,TIC 38116202,Gaia DR3 3786541956697681664,,3648,0.282,0.287,-1.9,,4.999,,-0.048,[Fe/H],,,,
EPIC 201238110,2.65739,EPIC 201238110,,,TIC 35019000,Gaia DR3 3600975145895223040,,3587,0.374,0.41,-1.50834,6.732936,4.77613,,,,,,,
EPIC 201427007,2.72548,EPIC 201427007,,,TIC 66664249,Gaia DR3 3698079992771142784,,5633,0.94,0.93,-0.04875,1.020552,4.4,,-0.053,[Fe/H],,,,
EPIC 201497682,2.75599,EPIC 201497682,,,TIC 301610040,Gaia DR3 3810098271767907840,,4991,0.554,0.78,-0.76627,3.229264,4.63444,,-0.0892,[M/H],,,,
EPIC 201595106,2.79759,EPIC 201595106,,,TIC 397052808,Gaia DR3 3701123406596146048,,5679,0.98,0.958,-0.04915,1.475411,4.435,6,0.01,[Fe/H],,28,2.5,
EPIC 201757695,2.87470,EPIC 201757695,,,TIC 380546118,,,4520,0.655,0.727,-0.36351,,4.659,,-0.003,[Fe/H],,,,
EPIC 201841433,2.90093,EPIC 201841433,,,TIC 380583651,Gaia DR3 3909373932553827072,,5053,0.628461,0.802,-0.63455,2.652067,4.595,,0,[Fe/H],,,,
EPIC 206024342,2.120960,EPIC 206024342,,,TIC 75266189,Gaia DR3 6839540362940861568,,5724,0.823,0.928,-0.16992,2.382804,4.5,,-0.22,[Fe/H],,,,
EPIC 206024342,2.120960,EPIC 206024342,,,TIC 75266189,Gaia DR3 6839540362940861568,,5724,1.1,0.928,-0.16992,2.382804,4.5,,-0.22,[Fe/H],,,,
EPIC 206032309,2.121255,EPIC 206032309,,,TIC 145752628,Gaia DR3 2597400855444243840,,3489,0.37344,0.221,-1.73006,9.778583,4.8514,,,,,,,
EPIC 206042996,2.121644,EPIC 206042996,,,TIC 12785571,Gaia DR3 2600942622915012608,,4114,0.5,0.565,-0.97996,2.90458,4.8,,0.006,[Fe/H],,,,
EPIC 206215704,2.127075,EPIC 206215704,,,TIC 38355468,Gaia DR3 2615281560211505408,,3297,0.25,0.407,-2.08843,19.87982,4.9,,-0.33,[Fe/H],,,,
EPIC 206317286,2.129570,EPIC 206317286,,,TIC 250956593,Gaia DR3 2621545958991110144,,4752,0.758,0.832,-0.59336,2.519754,4.596,,0.019,[Fe/H],,,,
EPIC 206317286,2.129570,EPIC 206317286,,,TIC 250956593,Gaia DR3 2621545958991110144,,4752,0.669,0.711,-0.59336,2.519754,4.596,,0.019,[Fe/H],,,,
EPIC 211822797,2.178200,EPIC 211822797,,,TIC 337632006,Gaia DR3 658607950370340608,M0,4057,0.58,0.62,-1.15304,3.879715,4.7,0.79,0.2,[Fe/H],34.85,14.6,2.6,
EPIC 211945201,2.185888,EPIC 211945201,,,TIC 243244680,Gaia DR3 636363799347569408,G0,6069,1.39,1.17,0.37334,2.253,4.22,3.99,0.1,[Fe/H],1.2588,,0.1,-5.193
EPIC 212297394,2.202157,EPIC 212297394,,,TIC 287331845,Gaia DR3 6294955311720593024,,5171,0.8,0.83,-0.46654,2.503837,4.55,,-0.03,[Fe/H],,,,
EPIC 212424622,2.207538,EPIC 212424622,,,TIC 297146115,Gaia DR3 3608139421926380544,,5782.33,1.2247,1.106,0.17917,0.841954,4.29996,,,,,,,
EPIC 212499991,2.212303,EPIC 212499991,,,TIC 297146957,Gaia DR3 3610090784483619456,,4982.79,0.757541,0.912,-0.4966,2.816692,4.61492,,,,,,,
EPIC 212587672,2.218297,EPIC 212587672,,,TIC 771548,Gaia DR3 3616620814104819328,,6004,0.98,0.99,0.03848,1.858884,4.45,,-0.18,[Fe/H],,,,
EPIC 212624936,2.221339,EPIC 212624936,,,TIC 2764004,Gaia DR3 3614661419960402944,,5765,0.93,1,-0.12371,1.855374,4.4,,-0.39,[Fe/H],,,,
EPIC 212737443,2.231546,EPIC 212737443,,,TIC 670036,Gaia DR3 3630680754621236096,K3,4684,0.673,0.69,-0.75057,3.19,4.622,,-0.137,[Fe/H],-16,,,
EPIC 220492298,2.270686,EPIC 220492298,,,TIC 257802602,Gaia DR3 2576563907506735232,,5620,0.89,0.95,-0.0088,0.970925,4.5,,0.28,[Fe/H],,,,
EPIC 220674823,2.277472,EPIC 220674823,,,TIC 266015990,Gaia DR3 2582617711154563968,G5 V,5578,0.99,0.913,-0.11919,1.35,4.408,7.5,-0.005,[Fe/H],-14.79,,2.62,-5.135
EPIC 228836835,2.291686,EPIC 228836835,,,TIC 51641442,Gaia DR3 3680103286893920768,,3782,0.32,0.418179,-1.61153,7.73989,5,,-0.18,[Fe/H],,,,
EPIC 229004835,2.296969,EPIC 229004835,,,TIC 94924543,Gaia DR3 3694798019281730944,,5868,0.999,0.97,0.02989,1.525643,4.47031,4.9,-0.12,[Fe/H],,,1.6,-4.984
EPIC 246851721,2.341892,EPIC 246851721,,,TIC 411839167,Gaia DR3 3393939030531019520,F5 V,6202,1.586,1.317,0.52634,0.465,4.157,3.02,0.141,[Fe/H],36.85,,74.92,
EPIC 248847494,2.381196,EPIC 248847494,,,TIC 392876254,Gaia DR3 3882879683758393344,,4898,2.7,0.9,0.54805,0.064,3.52,,-0.23,[Fe/H],30.57965,,,
EPIC 249893012,2.401542,EPIC 249893012,,,TIC 432254760,Gaia DR3 6259263137059042048,G8 IV/V,5430,1.71,1.05,0.35568,0.298,3.99,9,0.2,[Fe/H],22.35629,41,2.1,
FU Tau,2.103644,FU Tau,,,TIC 58544613,Gaia DR3 149629483705467008,M7.25,2838,,0.05,-0.69897,,,0.001,,,,,,
G 192-15,2.579846,G 192-15,,,TIC 467119250,Gaia DR3 970354749937140736,M5.0 V,2999,0.170718,0.132,-2.67285,39.961808,5.12283,,,,,105,,
G 196-3,2.579427,G 196-3,,,TIC 88723334,Gaia DR3 824017070904063104,,3517,0.522432,0.519782,-1.42456,5.139226,4.71783,,,,,,,
G 261-6,2.579847,G 261-6,,,TIC 420130591,Gaia DR3 2289304297045379456,M5.5 V,2907,0.153162,0.118,-2.82122,49.101853,5.16515,,,,,114,,
G 264-012,2.572935,G 264-012,,,TIC 322391844,Gaia DR3 2222540228723911168,M4.0 V,3326,0.305,0.297,-1.97224,13.259219,4.85,,0.1,[Fe/H],,100,2,
G 268-110,2.579845,G 268-110,,,TIC 471016687,Gaia DR3 2358022227591374336,M5.0 V,,0.177,0.137,-2.63971,35.339552,5.0855,,,,,143,,
G 9-40,2.192564,G 9-40,,,TIC 203214081,Gaia DR3 684992690384102528,M2.5 V,3395,0.3026,0.2952,-1.96019,1.62,4.84,9.9,-0.07,[Fe/H],14.65,30,2,
GJ 1002,2.101262,GJ 1002,,,TIC 176287658,Gaia DR3 2441630500517079808,M5.5 V,3024,0.137,0.12,-2.85201,55.442547,5.1,,-0.25,[Fe/H],,126,,-5.7
GJ 1061,2.101264,GJ 1061,,,TIC 79611981,Gaia DR3 4848140361962951552,M5.5 V,2953,0.156,0.12,-2.76955,47.5619,5.15856,7,-0.08,[Fe/H],1.49,125,2.5,
GJ 1132,2.101266,GJ 1132,,,TIC 101955023,Gaia DR3 5413438219396893568,M4.5 V,3090,0.226,0.198,-2.32148,25.3,5.02,5,-0.18,[Fe/H],35.0788,122.3,2,
GJ 1132,2.101266,GJ 1132,,,TIC 101955023,Gaia DR3 5413438219396893568,M4.5 V,3229,0.2211,0.1945,-2.32148,25.3,5.037,5,-0.17,[Fe/H],35.0788,122.3,2,
GJ 1148,2.56473,GJ 1148,,HIP 57050,TIC 115869504,Gaia DR3 772430527947893632,M5,3287,0.358519,0.344045,-1.86908,10.525538,4.86566,,0.1596,[Fe/H],-9.1,,,
GJ 1151,2.101267,GJ 1151,,,TIC 11893637,Gaia DR3 786834302080370304,M 4.5V,3280,0.1781,0.1639,-2.47952,29.347085,5.09,,-0.12,[Fe/H],,140,2,-5.22
GJ 1214,2.101270,GJ 1214,,,TIC 467929202,Gaia DR3 4393265392168829056,M4 V,3101,0.2162,0.182,-2.40894,25.41,5.0286,3,0.24,[Fe/H],20.91,124.7,2,
GJ 1252,2.101273,GJ 1252,,,TIC 370133522,Gaia DR3 6468968316900356736,M3,3458,0.391,0.381,-1.70774,8.993042,4.83,3.9,0.1,[Fe/H],7.48356,64,,
GJ 1265,2.101274,GJ 1265,,,TIC 471012766,Gaia DR3 6825822095663585536,M4.5 V,3236,0.192,0.178,-2.4389,,5.09,,-0.04,[Fe/H],-24.297,70,2,
GJ 1289,2.579837,GJ 1289,,,TIC 352593978,Gaia DR3 2879455480942629248,M4.5 Ve,3296,0.245012,0.21,-2.25995,20.654519,4.9931,,0.02,[M/H],,73.66,,
GJ 143,2.54542,GJ 143,HD 21749,HIP 16069,TIC 279741379,Gaia DR3 4673947174316727040,K4.5,4640,0.695,0.73,-0.6862,3.03,4.613,3.8,0.003,[Fe/H],59.46194,,,
GJ 15 A,2.53963,GJ 15,HD 1326,HIP 1475,TIC 440109725,Gaia DR3 385334230892516480,M1,3607,0.38,0.38,-1.655,8.374114,4.87,,-0.34,[Fe/H],11.3,,1.09,
GJ 160.2,2.54790,GJ 160.2,,HIP 19165,TIC 178351350,Gaia DR3 5091077112524265344,M0 V,4347,0.655173,0.69,-0.79588,3.129659,4.61312,,,,24.87318,43.6,,
GJ 163,2.54808,GJ 163,,HIP 19394,TIC 219221189,Gaia DR3 4780294722094459904,M,3500,0.409738,0.4,-1.708,8.24778,4.81775,6,0.1,[Fe/H],58.59728,,,
GJ 179,2.55059,GJ 179,,HIP 22627,TIC 450102450,Gaia DR3 3288082758293022848,M3.5 V,3370,0.38,0.357,-1.796,9.675469,4.83,,0.3,[Fe/H],,,1.5,
